Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Energy_Category,Aspect_Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category,Country
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,244,https://x.com/RFAChinese/status/1777896033810362395,https://x.com/RFAChinese,财政部官员说，他们担心中国生产目标的提高会导致中国企业生产的电动汽车、电池和太阳能电池板数量远远超过全球市场的吸收能力，从而推动价格下跌，扰乱全球生产。他们担心，这些溢出效应会损害计划利用《2022年通货膨胀削减法案》规定的税收抵免和补贴在美国投资的企业。,Apr 10,2024-04-10T03:07:00.000Z,"Officials of the Ministry of Finance said that they are worried that the improvement of China's production goals will lead to the number of electric vehicles, batteries and solar panels produced by Chinese enterprises far exceeding the absorption capacity of the global market, thereby promoting price declines and disturbing global production.They are worried that these overflowing effects will damage the plan to use the ""2022 Inflation Subtraction Act"" to invest and subsidize companies investing in the United States.",Solar Energy,Economy,official ministry finance said worried improvement china production goal lead number electric vehicle battery solar panel produced chinese enterprise far exceeding absorption capacity global market thereby promoting price decline disturbing global productionthey worried overflowing effect damage plan use inflation subtraction act invest subsidize company investing united state,,-0.08,2.84,Negative,2,Negative,Negative,China
特战时讯,@fengyunshe,,88.0,30.0,,843,https://x.com/fengyunshe/status/1698515487066333490,https://x.com/fengyunshe,"中国电池厂热潮引发对全球挤压的担忧
中国正在建设的电池工厂远远超出了满足国内对电动汽车和电网储能需求所需的水平，突显了巨额的国家补贴和不受控制的银行贷款，国家补贴遵循钢铁和太阳能电池板模式，预计将支撑中国制造商的国际扩张。","Sep 4, 2023",2023-09-04T01:57:03.000Z,"China's battery factory boom caused concerns about global squeezing
The battery factories in China are far exceeding the level required to meet domestic energy storage demand for electric vehicles and power grids.It will support the international expansion of Chinese manufacturers.",Other,Infrastructure,china battery factory boom caused concern global squeezing battery factory china far exceeding level required meet domestic energy storage demand electric vehicle power gridsit support international expansion chinese manufacturer,30.0,0.02,3.04,Neutral,2,Negative,Negative,China
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,324,https://x.com/RFAChinese/status/1786993983245242812,https://x.com/RFAChinese,中国的电动汽车产业是建立在补贴基础上的，而且中国可能正在使用强迫劳工来生产太阳能电池板。这些都是严重的问题，但当巴基斯坦发生洪水，巴西想要建造电动汽车工厂，或者南非迫切需要太阳能电池板来支撑摇摇欲坠的电网时，这些问题就会被淡忘。,May 5,2024-05-05T05:39:01.000Z,"China's electric vehicle industry is based on subsidies, and China may be using forced workers to produce solar panels.These are serious problems, but when the flood occurs in Pakistan, Brazil wants to build an electric vehicle factory, or South Africa urgently needs a solar panel to support the crumbling grid, these problems will be forgotten.",Solar Energy,Infrastructure,china electric vehicle industry based subsidy china may using forced worker produce solar panelsthese serious problem flood occurs pakistan brazil want build electric vehicle factory south africa urgently need solar panel support crumbling grid problem forgotten,,-0.1444444444444444,2.71,Negative,1,Very Negative,Very Negative,China
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,291,https://x.com/RFAChinese/status/1789292629772902494,https://x.com/RFAChinese,"欧洲已经开始对来自中国的电动汽车征收关税，欧洲官员表示，有证据表明存在非法的国家补贴。

在廉价中国商品充斥市场的问题上，美国有着丰富的经验，包括一波太阳能电池板的倾销浪潮。现在，廉价的太阳能组件再次涌入美国，导致一些制造商推迟了在美国的投资计划。",May 11,2024-05-11T13:53:01.000Z,"Europe has begun to impose tariffs on electric vehicles from China, and European officials have stated that there is evidence that illegal national subsidies have existed.

On the issue of cheap Chinese products flooding the market, the United States has rich experience, including a wave of dumping waves of solar panels.Now, cheap solar components have poured into the United States again, causing some manufacturers to postpone their investment plans in the United States.",Solar Energy,Economy,europe begun impose tariff electric vehicle china european official stated evidence illegal national subsidy existed issue cheap chinese product flooding market united state rich experience including wave dumping wave solar panelsnow cheap solar component poured united state causing manufacturer postpone investment plan united state,,0.1125,3.23,Neutral,1,Very Negative,Very Negative,China
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,249,https://x.com/RFAChinese/status/1782225812642464054,https://x.com/RFAChinese,政府官员注意到，在过去的几十年里，廉价的中国钢铁和铝材出口激增，掏空了美国的制造业中心。尽管进口大量受补贴的太阳能电池板、电池和电动汽车，有助于遏制通胀和应对气候变化，但政府官员认为，无论是从政治还是在经济角度来看，导致失业和企业倒闭的可能性都太高了。,Apr 22,2024-04-22T01:52:00.000Z,"Government officials have noticed that in the past few decades, cheap Chinese steel and aluminum exports have increased, which has hollowed out the US manufacturing center.Although a large number of subsidized solar cell boards, batteries and electric vehicles that are subsidized can help curb inflation and cope with climate change, government officials believe that whether from politics or economic perspective, the possibility of unemployment and corporate failure is the possibility of unemployment and corporate failure.Too high.",Other,Policy,government official noticed past decade cheap chinese steel aluminum export increased hollowed u manufacturing centeralthough large number subsidized solar cell board battery electric vehicle subsidized help curb inflation cope climate change government official believe whether politics economic perspective possibility unemployment corporate failure possibility unemployment corporate failuretoo high,,0.0207619047619047,3.04,Neutral,2,Negative,Negative,China
飛 凡,@WarTiger007,"https://pbs.twimg.com/media/GNfsB_CXMAAlAH8?format=jpg&name=900x900, https://pbs.twimg.com/media/GNfsB_CXMAAlAH8?format=jpg&name=900x900",,,,158,https://x.com/WarTiger007/status/1790222955475079390,https://x.com/WarTiger007,“ 两家中国投标者退出了罗马尼亚太阳能园区的招标，这是欧盟新反补贴权力对布鲁塞尔声称获得北京财政支持的企业产生威慑作用的最新迹象。”,May 14,2024-05-14T03:29:47.000Z,"""The two Chinese bidders withdrew from the bidding of the Romania Pacific Park. This is the latest signs of deterrent effects on the new EU's subsidy power to Brussels to claim to be supported by Beijing Finance.""",Other,Tax,two chinese bidder withdrew bidding romania pacific park latest sign deterrent effect new eu subsidy power brussels claim supported beijing finance,,0.2121212121212121,3.42,Neutral,1,Very Negative,Very Negative,China
华尔街日报中文网,@ChineseWSJ,,1.0,13.0,5.0,28K,https://x.com/ChineseWSJ/status/1756604238031978662,https://x.com/ChineseWSJ,#本周热读 中国的光伏巨头们正在美国境内扩张建厂，这些企业将获得慷慨的美国政府补贴。对于难以基本从零开始建立国内太阳能供应链的美国来说，中国公司的这波投资热潮有利也有弊。 https://on.wsj.com/3OxpOTi,Feb 11,2024-02-11T09:01:01.000Z,"#This week, the Chinese photovoltaic giants are expanding their factories in the United States, and these companies will receive generous US government subsidies.For the United States, which is difficult to establish a domestic solar supply chain from scratch, this wave of investment in Chinese companies is beneficial and disadvantages.https://on.wsj.com/3oxpoti",Solar Energy,Policy,week chinese photovoltaic giant expanding factory united state company receive generous u government subsidiesfor united state difficult establish domestic solar supply chain scratch wave investment chinese company beneficial disadvantageshttpsonwsjcomoxpoti,13.0,-0.125,2.75,Negative,2,Negative,Negative,China
DW 中文- 德国之声,@dw_chinese,"https://pbs.twimg.com/media/GKPzw4aWYAAH6Yf?format=jpg&name=small, https://pbs.twimg.com/media/GKPzw4aWYAAH6Yf?format=jpg&name=small",18.0,54.0,7.0,23K,https://x.com/dw_chinese/status/1775659548432560633,https://x.com/dw_chinese,"欧盟对两家中资光伏企业展开反补贴调查

周三，欧盟宣布对两家中国背景太阳能电池板企业展开调查。这两家企业涉嫌接受补贴，布鲁塞尔担心，这类补贴令欧洲企业在竞争中处于不利地位。

https://p.dw.com/p/4eOcD",Apr 4,2024-04-03T23:00:01.000Z,"The EU launched an anti -subsidy survey of two Chinese -funded photovoltaic companies

On Wednesday, the European Union announced a survey of the two Chinese background solar panel companies.The two companies were suspected of accepting subsidies, and Brussels worried that such subsidies made European companies in an unfavorable position in competition.

https://p.dw.com/p/4eocd",Solar Energy,Tax,eu launched anti subsidy survey two chinese funded photovoltaic company wednesday european union announced survey two chinese background solar panel companiesthe two company suspected accepting subsidy brussels worried subsidy made european company unfavorable position competition httpspdwcompeocd,54.0,0.0,3.0,Neutral,1,Very Negative,Very Negative,China
大声,@dashengmedia,,1.0,4.0,,1.9K,https://x.com/dashengmedia/status/1759729584520499505,https://x.com/dashengmedia,FT：美国官员警告中国不要向全球市场倾销产能过剩的商品，否则美国和其他国家会作出回应。美国财政部国际事务副部长Jay Shambaugh称，美方最关注的是尖端制造业，尤其是电动汽车、太阳能电池板、锂离子电池等清洁能源产品。欧盟去年已经启动对中国电动车行业的反补贴调查。,Feb 20,2024-02-20T00:00:01.000Z,"FT: U.S. officials warn that China not to dump its products with excess capacity in the global market, otherwise the United States and other countries will respond.Jay Shambaugh, deputy minister of the United States Finance, said that the United States is most concerned about the cutting -edge manufacturing, especially electric vehicles, solar cell boards, lithium -ion batteries and other clean energy products.The European Union had launched an anti -subsidy survey of the Chinese electric vehicle industry last year.",Other,Economy,ft u official warn china dump product excess capacity global market otherwise united state country respondjay shambaugh deputy minister united state finance said united state concerned cutting edge manufacturing especially electric vehicle solar cell board lithium ion battery clean energy productsthe european union launched anti subsidy survey chinese electric vehicle industry last year,4.0,0.0016666666666666,3.0,Neutral,1,Very Negative,Very Negative,China
纽约时报中文网,@nytchinese,,5.0,11.0,4.0,18K,https://x.com/nytchinese/status/1790645793223041475,https://x.com/nytchinese,拜登总统周二宣布大幅提高对一系列中国进口产品的关税，包括电动汽车、太阳能电池、半导体和先进电池，以求让美国的战略产业免受新涌现的一批竞争对手的冲击，他说这些竞争对手得到了北京的不公平补贴。,May 15,2024-05-15T07:30:00.000Z,"President Biden announced on Tuesday that the tariffs on a series of Chinese imported products, including electric vehicles, solar cells, semiconductors, and advanced batteries, in order to allow the US strategic industry to avoid the impact of a new group of competitors. He said these these theseCompetitors received unfair subsidies in Beijing.",Other,Other,president biden announced tuesday tariff series chinese imported product including electric vehicle solar cell semiconductor advanced battery order allow u strategic industry avoid impact new group competitor said thesecompetitors received unfair subsidy beijing,11.0,0.009090909090909,3.02,Neutral,1,Very Negative,Very Negative,China
DW 中文- 德国之声,@dw_chinese,"https://pbs.twimg.com/media/GJvem2BXcAAJcjF?format=png&name=small, https://pbs.twimg.com/media/GJvem2BXcAAJcjF?format=png&name=small",19.0,66.0,49.0,24K,https://x.com/dw_chinese/status/1773255739127001204,https://x.com/dw_chinese,"【美质疑中国新能源 #产能过剩 北京反驳：双标】 

中国力推太阳能、电动车等产业，近期遭欧美批评其政府补贴可能导致大量廉价产品涌入他国市场，让过剩产能冲击全球；最新的批评来自美国财长耶伦。 对于西方近期广泛质疑，中国怎么回应详细报导https://p.dw.com/p/4eCnP",Mar 28,2024-03-28T07:48:08.000Z,"[Midea questioned China's new energy #overcapacity Beijing refuting: dual standard]

China has pushed the solar and electric vehicles and other industries. Recently, it has been criticized by European and American government subsidies to cause a large number of cheap products to flood into the other country's market, causing excess capacity to impact the world; the latest criticism comes from US Treasury Secretary Yellen.Regarding Western widely questioned, how China responded to detailed reports https://p.dw.com/p/4ecnp",Other,Policy,midea questioned china new energy overcapacity beijing refuting dual standard china pushed solar electric vehicle industry recently criticized european american government subsidy cause large number cheap product flood country market causing excess capacity impact world latest criticism come u treasury secretary yellenregarding western widely questioned china responded detailed report httpspdwcompecnp,66.0,0.10004995004995,3.2,Neutral,1,Very Negative,Very Negative,China
DW 中文- 德国之声,@dw_chinese,https://pbs.twimg.com/media/GNijHNBW0AAqbye?format=jpg&name=small,7.0,17.0,10.0,16K,https://x.com/dw_chinese/status/1790366200503156762,https://x.com/dw_chinese,"欧盟对中国两家太阳能企业展开反补贴调查之后，这两家企业已经撤回了在罗马尼亚太阳能园区的竞标申请。

欧盟内部市场专员布雷顿表示，“对太阳能的大规模投资绝不应以损害我们的工业竞争能力和欧洲工作岗位为代价。”

https://p.dw.com/p/4fq39",May 14,2024-05-14T12:59:00.000Z,"After the EU launched an anti -subsidy survey of two solar companies in China, the two companies have withdrawn the bidding application in the Pacific Park in Romania.

EU's internal market commissioner Bretton said, ""Large -scale investment in solar energy should never be at the cost of harming our industrial competitiveness and European job positions.""

https://p.dw.com/p/4fq39",Solar Energy,Jobs,eu launched anti subsidy survey two solar company china two company withdrawn bidding application pacific park romania eu internal market commissioner bretton said large scale investment solar energy never cost harming industrial competitiveness european job position httpspdwcompfq,17.0,0.0714285714285714,3.14,Neutral,1,Very Negative,Very Negative,China
华尔街日报中文网,@ChineseWSJ,,1.0,9.0,5.0,26K,https://x.com/ChineseWSJ/status/1754851938376544649,https://x.com/ChineseWSJ,中国的光伏巨头们正在美国境内扩张建厂，这些企业将获得慷慨的美国政府补贴。对于难以基本从零开始建立国内太阳能供应链的美国来说，中国公司的这波投资热潮有利也有弊。 https://on.wsj.com/3OxpOTi,Feb 6,2024-02-06T12:58:00.000Z,"Chinese photovoltaic giants are expanding their factories in the United States, and these companies will receive generous US government subsidies.For the United States, which is difficult to establish a domestic solar supply chain from scratch, this wave of investment in Chinese companies is beneficial and disadvantages.https://on.wsj.com/3oxpoti",Solar Energy,Policy,chinese photovoltaic giant expanding factory united state company receive generous u government subsidiesfor united state difficult establish domestic solar supply chain scratch wave investment chinese company beneficial disadvantageshttpsonwsjcomoxpoti,9.0,-0.125,2.75,Negative,2,Negative,Negative,China
Bryne,@riss1130,"https://pbs.twimg.com/media/F43lFZ2aMAExPaT?format=jpg&name=small, https://pbs.twimg.com/media/F43lFZ2aMAExPaT?format=jpg&name=small",,,,63,https://x.com/riss1130/status/1697377059255796014,https://x.com/riss1130,"美国国会中共特别委员会推文：

从太阳能电池板到钢铁和卡车底盘，中国共产党非法补贴大量中国产品，以欺骗美国制造商的市场份额并侵蚀我们的工业基础。

https://x.com/committeeonccp/status/1697264518571905315?s=46… 
https://gettr.com/post/p2pgfq88408…","Sep 1, 2023",2023-08-31T22:33:21.000Z,"Push of the Special Committee of the Communist Party of China:

From solar panels to steel and truck chassis, the Communist Party of China illegally subsidizes a large number of Chinese products to deceive the market share of American manufacturers and erode our industrial foundation.

https://x.com/committeeoncp/status/1697264518571905315?s=46 ...
https://gettr.com/post/p2pgfq88408",Solar Energy,Economy,push special committee communist party china solar panel steel truck chassis communist party china illegally subsidizes large number chinese product deceive market share american manufacturer erode industrial foundation httpsxcomcommitteeoncpstatuss httpsgettrcompostppgfq,,0.0142857142857142,3.03,Neutral,1,Very Negative,Very Negative,China
RFI 华语 - 法国国际广播电台,@RFI_Cn,"https://pbs.twimg.com/media/GNiExrpbAAAN6wa?format=jpg&name=small, https://pbs.twimg.com/media/GNiExrpbAAAN6wa?format=jpg&name=small",,5.0,1.0,6.1K,https://x.com/RFI_Cn/status/1790326843276689865,https://x.com/RFI_Cn,中企退出罗马尼亚太阳能发电园区招标 欧洲结束反补贴调查 https://rfi.my/AbFY.x,May 14,2024-05-14T10:22:36.000Z,China Enterprise withdraws from Romanian Solar Power Park to bid in Europe to end the anti -subsidy survey https://rfi.my/abfy.x,Other,Tax,china enterprise withdraws romanian solar power park bid europe end anti subsidy survey httpsrfimyabfyx,5.0,0.0,3.0,Neutral,1,Very Negative,Very Negative,China
Phyrex,@Phyrex_Ni,,4.0,42.0,19.0,85K,https://x.com/Phyrex_Ni/status/1779908864181522891,https://x.com/Phyrex_Ni,我插一句，我看了很多小伙伴说耶伦这次访华的目的是为了兜售美债，但是为什么我没有找到任何的相关信息，反而所有的内容都是涉及到太阳能电池板、电动汽车和电池产能过剩的问题，并且多次表达了中国向全球倾销其高补贴廉价环保技术产品的贸易实践。,Apr 16,2024-04-15T16:25:16.000Z,"I inserted it. I read a lot of friends that Yellen's purpose of visiting China was to sell US debt, but why did I not find any relevant information, but all the content involved in solar panels, electric vehicles and electric cars andThe problem of excess battery capacity has expressed the trade practice of China's high -cost environmental protection technology products to its global dumping high -cost environmental protection technology products.",Solar Energy,Technology,inserted read lot friend yellens purpose visiting china sell u debt find relevant information content involved solar panel electric vehicle electric car andthe problem excess battery capacity expressed trade practice china high cost environmental protection technology product global dumping high cost environmental protection technology product,42.0,0.18,3.36,Neutral,1,Very Negative,Very Negative,China
中村圭＠日本共産党(衆院神奈川14区),@jcp_nakamura,"https://pbs.twimg.com/media/F0y_cFwaUAU63bl?format=jpg&name=small, https://pbs.twimg.com/media/F0y_cFwaUAU63bl?format=jpg&name=small",11,19,,378,https://x.com/jcp_nakamura/status/1678928537510887428,https://x.com/jcp_nakamura,"【#神奈川14区】中村圭ウィークリーレポートです。日々、大変な暑さです。物価上昇でエアコンを使うのを制限している方もいるかもしれません。そういった方への行政の対策も必要ではないでしょうか。
この暑さ、地球温暖化も心配です。本気のCO2削減へ、再生可能エネルギーへの転換＆省エネを。","Jul 12, 2023",2023-07-12T00:45:30.000Z,"[#Kanagawa 14 Ward] Kei Nakamura Weekly report.It's a hard heat every day.You may be restricted from using air conditioners due to price rise.Isn't it necessary to take administrative measures for such people?
I'm worried about this heat and global warming.Serious CO2 reduction, conversion to renewable energy and energy saving.",Other,Cost,kanagawa ward kei nakamura weekly reportits hard heat every dayyou may restricted using air conditioner due price riseisnt necessary take administrative measure people im worried heat global warmingserious co reduction conversion renewable energy energy saving,19.0,-0.0833333333333333,2.83,Negative,2,Negative,Negative,Japan
再生可能エネルギー,@mi3518ki,,11,147,2,1.3K,https://x.com/mi3518ki/status/1761360290724323345,https://x.com/mi3518ki,日本、約1.6兆円の気候変動債の募集を開始 - ESG Journal,Feb 24,2024-02-24T11:59:52.000Z,Japan starts recruiting about 1.6 trillion yen for climate variable bonds -ESG Journal,Other,Environment,japan start recruiting trillion yen climate variable bond esg journal,147.0,0.0,3.0,Neutral,1,Very Negative,Very Negative,Japan
コケコッコー,@fV2trB2Og6w7Y1Q,,24,116,1,1.2K,https://x.com/fV2trB2Og6w7Y1Q/status/1732578289867424210,https://x.com/fV2trB2Og6w7Y1Q,ドバイで開催されたCOP28（国連気候変動枠組み条約締約国会議）で、日本は世界の再生可能エネルギーを３倍に増やす目標に賛成した。しかし伊藤信太郎環境相の言い分は、”世界の”であり日本がではない・・つまり、他国や新興国が再エネを３倍にしろと言う物だろう。その上、新興国の排出量　続きます,"Dec 7, 2023",2023-12-07T01:50:28.000Z,"Japan agreed with the goal of increasing the world renewable energy tripled in the COP28 (UN UN Skills Convention Convention Convention) held in Dubai.However, the Minister of the Environment of the Environment Ito is that it is ""the world"" and not Japan ... that is, other countries and emerging countries will tripled the energy.In addition, emerging countries will continue",Other,Environment,japan agreed goal increasing world renewable energy tripled cop un un skill convention convention convention held dubaihowever minister environment environment ito world japan country emerging country tripled energyin addition emerging country continue,116.0,-0.125,2.75,Negative,3,Neutral,Neutral,Japan
再生可能エネルギー,@mi3518ki,,14,181,2,1.7K,https://x.com/mi3518ki/status/1690995435996151808,https://x.com/mi3518ki,「これまでに経験したことのない大雨」が頻発する日本　集中豪雨と地球温暖化の関係とは – HATCH ｜自然電力のメディア,"Aug 14, 2023",2023-08-14T07:55:03.000Z,"What is the relationship between heavy rainfall in Japan and global warming, where ""heavy rains that have never been experienced before"" occurs? - Hatch | Media of Natural Power",Other,Other,relationship heavy rainfall japan global warming heavy rain never experienced occurs hatch medium natural power,181.0,0.1,3.2,Neutral,3,Neutral,Neutral,Japan
NHK国際報道,@nhk_kokusainews,"https://pbs.twimg.com/media/GVGTGJAb0AAGSTO?format=jpg&name=360x360, https://pbs.twimg.com/media/GVGTGJAb0AAGSTO?format=jpg&name=360x360",4,19,1,2.5K,https://x.com/nhk_kokusainews/status/1824401066471162184,https://x.com/nhk_kokusainews,"【気候変動対策“逆行”の動き!?】

日本同様、地球温暖化の影響とも思える記録的な暑さが続くアメリカ

バイデン政権は再生可能エネルギーへの転換を進めてますが、ここにきてそれに逆行するような動きが広がっています

ＮＨＫプラスで１週間見逃し配信中
https://plus.nhk.jp/watch/st/g1_2024081610891?t=1800…

#国際報道2024",Aug 16,2024-08-16T11:01:24.000Z,"[Movement of climate change countermeasures ""retrograde""!?]

As in Japan, the United States, which has a record -like heat that seems to be due to global warming

The Biden administration is moving to renewable energy, but there is a widespread movement to come here and go backwards.

Overlooking for one week at NHK Plus
https://plus.nhk.jp/watch/st/g1_202408161089108910800 ...

#International Press 2024",Other,Environment,movement climate change countermeasure retrograde japan united state record like heat seems due global warming biden administration moving renewable energy widespread movement come go backwards overlooking one week nhk plus httpsplusnhkjpwatchstg international press,19.0,-0.0416666666666666,2.92,Negative,1,Very Negative,Very Negative,Japan
Justin Hayhurst ジャスティン・ヘイハースト,@AusAmbJPN,"https://pbs.twimg.com/media/Fzstx3nacAA4GR1?format=jpg&name=small, https://pbs.twimg.com/media/Fzstx3nacAA4GR1?format=jpg&name=small",3,21,,5.7K,https://x.com/AusAmbJPN/status/1673984258749370374,https://x.com/AusAmbJPN,"西村明宏環境大臣と海洋保護や気候変動、水素、再生可能エネルギーについて会談しました。
オーストラリアと日本は環境を保護し、ネットゼロの未来を達成するために協力しています。","Jun 28, 2023",2023-06-28T09:18:43.000Z,"We had a meeting with the Minister of the Environment about the protection, climate change, hydrogen, and renewable energy.
Australia and Japan cooperate to protect the environment and achieve the future of the Internet.",Other,Environment,meeting minister environment protection climate change hydrogen renewable energy australia japan cooperate protect environment achieve future internet,21.0,0.0,3.0,Neutral,5,Very Positive,Very Positive,Japan
森口良夫,@nrk9334k,"https://pbs.twimg.com/media/GIYCErbbYAAvkue?format=jpg&name=small, https://pbs.twimg.com/media/GIYCErbbYAAvkue?format=jpg&name=small",,1,,148,https://x.com/nrk9334k/status/1767102187224928277,https://x.com/nrk9334k,"第８回気候危機打開セミナー
「地球温暖化対策と原発ゼロは本当にできるのかー世界の最先端と大学での学び」
佐川清隆さん（大学教員）
再生可能エネルギーの研究者として気候ネットワークや公害・地球問題懇談会などの市民運動に取り組む。
３月２０日１４時
日本共産党東京都委員会（大塚駅）",Mar 11,2024-03-11T08:16:07.000Z,"The 8th Climate Crisis Breakthrough Seminar
""Is it really possible to take measures against global warming and zero nuclear power?
Kiyotaka Sagawa (university teacher)
As a researcher in renewable energy, he will work on citizen movements such as climate networks, pollution and global issues.
March 20th 14:00
Japanese Communist Party Tokyo Metropolitan Committee (Otsuka Station)",Nuclear Energy,Environment,th climate crisis breakthrough seminar really possible take measure global warming zero nuclear power kiyotaka sagawa university teacher researcher renewable energy work citizen movement climate network pollution global issue march th japanese communist party tokyo metropolitan committee otsuka station,1.0,0.0,3.0,Neutral,4,Positive,Positive,Japan
淳平,@JunkoTjunpey,,,,1,33,https://x.com/JunkoTjunpey/status/1827855497686564967,https://x.com/JunkoTjunpey,"しんぶん赤旗8/25
［再エネの出力抑制］
地球温暖化ガス回避へ
政策転換を

国連のグテレス事務総長は
｢気候崩壊が始まった｣
と各国政府に対策の加速化を強く促している
　2023/12月に閉幕した
ＣＯＰ28(国連気候変動枠組み条約第28回締約国会議)で日本も含め118ヵ国が誓約した再生しないエネルギー",Aug 26,2024-08-25T23:48:05.000Z,"Shinbun Red Flag 8/25
[Control renewable energy output]
To avoid global warming gas
Policy change

The United Nations Secretary -General Gutesle
""The climate collapse has begun""
It is strongly promoting the acceleration of measures against each country
It closed in 2023/December
In the COP28 (United Nations Conditions of the United Nations Framework, 28th National Conference), 118 nations, including Japan, are not pledged by 118 countries",Other,Policy,shinbun red flag control renewable energy output avoid global warming gas policy change united nation secretary general gutesle climate collapse begun strongly promoting acceleration measure country closed december cop united nation condition united nation framework th national conference nation including japan pledged country,,0.0766666666666666,3.15,Neutral,1,Very Negative,Very Negative,Japan
横須賀市議会議員大村洋子,@yokoyokosuka7,"https://pbs.twimg.com/media/Fz6QsVIakAA9kMy?format=jpg&name=small, https://pbs.twimg.com/media/Fz6QsVIakAA9kMy?format=jpg&name=small",24,45,,1.2K,https://x.com/yokoyokosuka7/status/1674935215553409024,https://x.com/yokoyokosuka7,"#横須賀石炭火力発電所
営業稼働がスタート。実際の労働者は200人くらいらしい。再生可能エネルギーを点在させれば、もっと地域で、お金が回るのに。
外国へ石炭火力発電を売り込むためにも、止めるわけにはいかない日本のお家事情。
地球温暖化に逆行し世界からますます遅れる。雨でもみんな結集した","Jul 1, 2023",2023-07-01T00:17:28.000Z,"#Yokosuka coal -fired power plant
Operating operation has started.The actual workers are about 200.If you are scattered with renewable energy, you can spend more money in the region.
Japan's home situation that cannot be stopped in order to sell coal -fired power generation to foreign countries.
Going back to global warming and is increasingly delayed from the world.Everyone gathered even in the rain",Other,Other,yokosuka coal fired power plant operating operation startedthe actual worker scattered renewable energy spend money region japan home situation cannot stopped order sell coal fired power generation foreign country going back global warming increasingly delayed worldeveryone gathered even rain,45.0,0.075,3.15,Neutral,5,Very Positive,Very Positive,Japan
夜雨,@6402uuk61241,,2,6,1,137,https://x.com/6402uuk61241/status/1835500093451210791,https://x.com/6402uuk61241,"日本国内でカーボンニュートラルを実現するためには原子力発電を全稼働させることが十分条件になってくるんだけど，反原発は地球温暖化加速により全世界の命が苦しむことが正しいと思ってんの？
ちな再生可能エネルギーだけでは国内の電力需要に追いつかないしそもそも安定供給は実現不可能だよ",Sep 16,2024-09-16T02:04:58.000Z,"In order to realize carbon native in Japan, it is sufficient to operate all nuclear power generation, but do you think that anti -nuclear power is correct to suffer the world's lives due to acceleration of global warming?
The renewable energy alone cannot keep up with domestic power demand, and stable supply is impossible in the first place.",Nuclear Energy,Environment,order realize carbon native japan sufficient operate nuclear power generation think anti nuclear power correct suffer world life due acceleration global warming renewable energy alone cannot keep domestic power demand stable supply impossible first place,6.0,-0.1083333333333333,2.78,Negative,2,Negative,Negative,Japan
岡田まなぶ（日本共産党稲城市議会議員）,@okadamanabuinag,"https://pbs.twimg.com/media/GXtazS4asAAWPQS?format=jpg&name=small, https://pbs.twimg.com/media/GXtazS4asAAWPQS?format=jpg&name=small",2,4,,141,https://x.com/okadamanabuinag/status/1836161119020593485,https://x.com/okadamanabuinag,"おはようございます。
今朝は若葉台駅で市政報告してます。
朝から暑いです。

気候変動から地球環境を守る。
省エネ推進・再生可能エネルギー大幅普及を。などお話ししてます。
#稲城市
#日本共産党",Sep 18,2024-09-17T21:51:39.000Z,"good morning.
I am reporting at Wakabadai Station this morning at Wakabadai Station.
It's hot from the morning.

Protect the global environment from climate change.
Energy saving promotion and renewable energy is greatly spread.I am talking.
#Inagi City
#The Communist Party of Japan",Other,Environment,good morning reporting wakabadai station morning wakabadai station hot morning protect global environment climate change energy saving promotion renewable energy greatly spreadi talking inagi city communist party japan,4.0,0.4375,3.88,Neutral,5,Very Positive,Very Positive,Japan
竹谷とし子☆参議院議員☆公明党☆東京,@t_takeya,"https://pbs.twimg.com/media/GXyqkt0aAAAIEaA?format=jpg&name=small, https://pbs.twimg.com/media/GXyqkt0aAAAIEaA?format=jpg&name=small",28,192,4,1.9K,https://x.com/t_takeya/status/1836530359925903542,https://x.com/t_takeya,"日本若者協議会(室橋祐貴代表理事)の来訪を受け、同協議会が主催する「日本版気候若者会議」などがまとめた気候変動やエネルギー政策に関する提言を受けました。未来の気候変動の影響を受ける当事者である若者の声を大切にしていきます。

気候対策の目標示せ／若者会議が公明に政策提言 #公明新聞",Sep 19,2024-09-18T22:18:53.000Z,"Following the visit of the Japan Youth Council (Representative Director Yuki Murohashi), he received proposals on climate change and energy policy compiled by the ""Japanese version of the Climate and Youth Conference"" hosted by the council.We value the voices of young people who are affected by the future climate change.

Get goals for climate control / Youth conferences are Komei's policy proposal #Komei Shimbun",Other,Policy,following visit japan youth council representative director yuki murohashi received proposal climate change energy policy compiled japanese version climate youth conference hosted councilwe value voice young people affected future climate change get goal climate control youth conference komeis policy proposal komei shimbun,192.0,0.025,3.05,Neutral,4,Positive,Positive,Japan
