Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category
BJD Review,@bjd_review,"https://pbs.twimg.com/media/GRFd3LDaMAAYODd?format=jpg&name=small, https://pbs.twimg.com/media/GRFd3LDaMAAYODd?format=jpg&name=small",,,,21,https://x.com/bjd_review/status/1806328203075793203,https://x.com/bjd_review,"【中国的可持续发展有目共睹】
去年12月《联合国气候变化框架公约》第28次缔约方大会设定了到2030年将可再生能源装机容量增至3倍的目标。中国是全球最大的可再生能源市场和设备制造国，过去10年对全球非化石能源消费增长贡献度超过40%。2023年全球可再生能源新增装机5.1亿千瓦，中国贡献超过一半。",Jun 28,2024-06-27T14:06:18.000Z,"[China ’s sustainable development is obvious to all]
In December last year, the 28th Conference of the Convention on the Framework of the United Nations Climate Change set the goal of increasing renewable energy installation capacity to 3 times by 2030.China is the world's largest renewable energy market and equipment manufacturer. In the past 10 years, the growth of global non -chemical energy consumption has contributed more than 40%.In 2023, the global renewable energy supply was 510 million kilowatts, and China contributed more than half.",Other,china sustainable development obvious december last year th conference convention framework united nation climate change set goal increasing renewable energy installation capacity time china world largest renewable energy market equipment manufacturer past year growth global non chemical energy consumption contributed global renewable energy supply million kilowatt china contributed half,,0.07291666666666667,3.15,Neutral,2,Negative,Negative
澳喜G媒体,@GTV26543476,,28.0,8.0,,201,https://x.com/GTV26543476/status/1735482409523835367,https://x.com/GTV26543476,在第28届联合国气候变化大会（COP28）上，由于中国和印度这两个人口最多的国家未能支持在2030年前将可再生能源来源增加到原来的三倍的承诺，各国普遍满意的非化石能源转型的承诺变得不尽如人意。,"Dec 15, 2023",2023-12-15T02:10:24.000Z,"At the 28th United Nations Climate Change Conference (COP28), as China and India's most populated countries failed to support the increase of renewable energy sources to the original three -fold commitment by 2030, countries are generally satisfied with non -state.The promise of fossil energy transformation became unsatisfactory.",Other,th united nation climate change conference cop china india populated country failed support increase renewable energy source original three fold commitment country generally satisfied non statethe promise fossil energy transformation became unsatisfactory,8.0,0.21875,3.44,Neutral,2,Negative,Negative
老譚發布 ☭,@txc66888,https://pbs.twimg.com/media/EKhGcwZUcAAU6AK?format=jpg&name=small,,1.0,,,https://x.com/txc66888/status/1200286768181825538,https://x.com/txc66888,西班牙皇家埃尔卡诺研究所网站发表题为《中国准备好联合领导应对了吗？》的文章称，12月即将在马德里举办的第25届联合国气候变化大会能否成功，以及《巴黎协定》能否落实，中国的态度是决定因素之一。中国非常积极地参与国际可持续项目融资，北京在可再生能源投资方面处于领先地位。,"Nov 29, 2019",2019-11-29T05:34:00.000Z,"The website of the Royal Elkano Institute of Spain published entitled ""Is China ready for joint leaders?""""The article stated that in December, whether the 25th UN Climate Change Conference will be successful in Madrid's successful climate change, and whether the Paris Agreement can be implemented, China's attitude is one of the decisive factor.China is very actively participating in international sustainable project financing, and Beijing is a leading position in renewable energy investment.",Other,website royal elkano institute spain published entitled china ready joint leadersthe article stated december whether th un climate change conference successful madrid successful climate change whether paris agreement implemented china attitude one decisive factorchina actively participating international sustainable project financing beijing leading position renewable energy investment,1.0,0.30533333333333335,3.61,Neutral,2,Negative,Negative
zhangshengyuan（互fo）,@zhangshengyua15,https://pbs.twimg.com/media/GIEK23RaEAAl4-Y?format=jpg&name=small,,8.0,,95,https://x.com/zhangshengyua15/status/1765704579256393991,https://x.com/zhangshengyua15,全国政协委员、中国气象局科技与气候变化司副司长张兴赢介绍说，我国可再生能源装机容量居世界第一；全球1/4的新增绿化面积来自中国；我国成为唯一同时运行黎明、上午、下午、倾斜4条近地轨道气象卫星的国家，为129个国家实时提供地球观测数据……,Mar 7,2024-03-07T11:42:31.000Z,"Zhang Xingying, a member of the National Committee of the Chinese People's Political Consultative Conference and deputy director of the Department of Science and Technology and Climate Change of the China Meteorological Administration, said that the capacity of my country's renewable energy installed capacity ranks first in the world; 1/4 of the world's new greening area comes from China; my country becomes the only at the same time to operate at the same time dawn In the morning, afternoon, and leaning 4 -rail -orbital meteorological satellites, providing Earth observation data for real time in 129 countries ...",Other,zhang xingying member national committee chinese people political consultative conference deputy director department science technology climate change china meteorological administration said capacity country renewable energy installed capacity rank first world world new greening area come china country becomes time operate time dawn morning afternoon leaning rail orbital meteorological satellite providing earth observation data real time country,8.0,0.07329545454545455,3.15,Neutral,5,Very Positive, Very Positive
日經中文網,@rijingzhongwen,"https://pbs.twimg.com/media/ExxHKGHVoAAQkxN?format=jpg&name=360x360, https://pbs.twimg.com/media/ExxHKGHVoAAQkxN?format=jpg&name=360x360",6.0,6.0,4.0,,https://x.com/rijingzhongwen/status/1377053851631513601,https://x.com/rijingzhongwen,【丹尼尔·耶金谈中美对立对脱碳化的影响】能源问题研究专家丹尼尔·耶金：据说美国当局打算在气候变化问题上与中国展开合作。中国已经深深嵌入全球经济。出台孤立中国的政策非常困难。中国减排不是单纯因为担心大气污染和地球环境……https://cn.nikkei.com/columnviewpoint/viewpoint/44262-2021-03-31-05-00-11.html…,"Mar 31, 2021",2021-03-31T00:23:17.000Z,[The effect of Daniel John talks about the opposition between China and the United States on decarburization] Energy issue expert Daniel Jean: It is said that the US authorities intend to cooperate with China on the issue of climate change.China has been deeply embedded in the global economy.It is difficult to introduce the policy of isolation in China.China's emission reduction is not simply because of worrying about air pollution and global environment ... https://cn.nikkei.com/columnViewpoint/viewpoint/44262-2021-03-31-05-00-11.html ...,Other,effect daniel john talk opposition china united state decarburization energy issue expert daniel jean said u authority intend cooperate china issue climate changechina deeply embedded global economyit difficult introduce policy isolation chinachinas emission reduction simply worrying air pollution global environment httpscnnikkeicomcolumnviewpointviewpointhtml,6.0,-0.1,2.8,Negative,2,Negative,Negative
Herodote63 (Rémy Malgouyres),@herodote63,"https://pbs.twimg.com/media/ExG1OlsXIAE6q4U?format=jpg&name=small, https://pbs.twimg.com/media/ExG1OlsXIAE6q4U?format=jpg&name=small",,,,,https://x.com/herodote63/status/1374080519391088642,https://x.com/herodote63,"确实不可能将经济规模扩大一倍，同时解决全球变暖问题。

如果中国想履行其“零碳”承诺，那么中国必须要淘汰十分之九的工厂。

我认为我们必须考虑另一条现实的轨迹。 

即使不考虑全球变暖，当前趋势也将终止，因为化石燃料将终止，并且将不再有任何行业。

可再生能源不能改变这一点。","Mar 23, 2021",2021-03-22T19:28:19.000Z,"It is indeed impossible to double the economic scale and solve the problem of global warming.

If China wants to fulfill its ""zero carbon"" commitment, then China must eliminate nine -tenths of factories.

I think we must consider another reality trajectory.

Even without considering global warming, the current trend will end because fossil fuels will be terminated and there will no longer have any industries.

Renewable energy cannot change this.",Other,indeed impossible double economic scale solve problem global warming china want fulfill zero carbon commitment china must eliminate nine tenth factory think must consider another reality trajectory even without considering global warming current trend end fossil fuel terminated longer industry renewable energy cannot change,,-0.038095238095238085,2.92,Negative,1,Very Negative,Very Negative
朱韵和,@zhu0588,"https://pbs.twimg.com/media/F_NQovuagAA9pcd?format=jpg&name=small, https://pbs.twimg.com/media/F_NQovuagAA9pcd?format=jpg&name=small",1.0,11.0,8.0,24K,https://x.com/zhu0588/status/1725811757560864838,https://x.com/zhu0588,"中国“不关心”气候变化
白宫前新闻秘书肖恩·斯派塞批评美国试图与中国谈判，“就好像他们认为中国在乎一样”。
乔·拜登和习近平在亚太经合组织峰会期间会面，讨论如何管理两个全球超级大国之间的战略竞争和改善沟通渠道。
美国和中国同意重启能源政策谈判并成立加强气候行动工作组。  https://t.co/hcMt6UVBHS","Nov 18, 2023",2023-11-18T09:42:41.000Z,"China ""does not care"" climate change
The former White House Press Secretary Sean Steres criticized the United States to try to negotiate with China, ""as if they think China cares.""
Qiao Biden and Xi Jinping met during the Asia -Pacific Economic Organization Summit to discuss how to manage the strategic competition between the two global super powers and improve communication channels.
The United States and China agree to restart the negotiations of energy policy and establish a working group to strengthen the climate.https://t.co/hcmt6uvbhs",Other,china care climate change former white house press secretary sean steres criticized united state try negotiate china think china care qiao biden xi jinping met asia pacific economic organization summit discus manage strategic competition two global super power improve communication channel united state china agree restart negotiation energy policy establish working group strengthen climatehttpstcohcmtuvbhs,11.0,0.10666666666666666,3.21,Neutral,2,Negative,Negative
l'étrangère,@LJardine93,,,,,,https://x.com/LJardine93/status/1563484396807548928,https://x.com/LJardine93,仿佛#重庆已经成为所有这些全球危机点的中心：干旱、热浪、气候变化带来的威胁粮食供应的极端天气、关于可再生能源的辩论以及在#中国正在进行的清零方法中的#冠状病毒。,"Aug 27, 2022",2022-08-27T11:11:42.000Z,"As if#Chongqing has become the center of all these global crisis points: extreme weather that threatens grain supply brought by drought, heat waves, and climate change, debate on renewable energy, and#coronary virus in the zero method of#China is ongoing.Essence",Other,ifchongqing become center global crisis point extreme weather threatens grain supply brought drought heat wave climate change debate renewable energy andcoronary virus zero method ofchina ongoingessence,,-0.075,2.85,Negative,5,Very Positive, Very Positive
法比奥奥奥,@carraro007007,,,1.0,,,https://x.com/carraro007007/status/1441000502162984960,https://x.com/carraro007007,这其实是中国转型机遇 房地产为主的基建和财政已经走到头啦 要发展制造业就必须要更大的附加值 可再生能源能够创造生产 制造 安装 调试 维护大量的就业机会 应该有一个气候变化决议再20界1中全人士安排以后立刻召开2中全会通过 当成首要大事来抓 这也是东升西降 宏大叙事 百年不遇大变局,"Sep 23, 2021",2021-09-23T11:24:26.000Z,"This is actually the infrastructure and fiscal -based infrastructure and finance of China's transformation opportunities. To develop the manufacturing industry, it is necessary to have a larger added value.All people in the 20th industry 1 arranged for the second session of the 2nd Plenary Session to grasp the primary major event in the future.",Other,actually infrastructure fiscal based infrastructure finance china transformation opportunity develop manufacturing industry necessary larger added valueall people th industry arranged second session nd plenary session grasp primary major event future,1.0,0.051388888888888894,3.1,Neutral,5,Very Positive, Very Positive
法比奥奥奥,@carraro007007,,,1.0,,,https://x.com/carraro007007/status/1441000502162984960,https://x.com/carraro007007,这其实是中国转型机遇 房地产为主的基建和财政已经走到头啦 要发展制造业就必须要更大的附加值 可再生能源能够创造生产 制造 安装 调试 维护大量的就业机会 应该有一个气候变化决议再20界1中全人士安排以后立刻召开2中全会通过 当成首要大事来抓 这也是东升西降 宏大叙事 百年不遇大变局,"Sep 23, 2021",2021-09-23T11:24:26.000Z,"This is actually the infrastructure and fiscal -based infrastructure and finance of China's transformation opportunities. To develop the manufacturing industry, it is necessary to have a larger added value.All people in the 20th industry 1 arranged for the second session of the 2nd Plenary Session to grasp the primary major event in the future.",Other,actually infrastructure fiscal based infrastructure finance china transformation opportunity develop manufacturing industry necessary larger added valueall people th industry arranged second session nd plenary session grasp primary major event future,1.0,0.051388888888888894,3.1,Neutral,5,Very Positive, Very Positive
可乐果冻,@keleguodong,,,4.0,,,https://x.com/keleguodong/status/1331303995520987142,https://x.com/keleguodong,"Climate only changes when the left opens mouth. 

用气候变化转移对国内政策问题的关注，顺便加大新能源推进，你们知道新能源最大收益国是哪个国家吗。

中国利用价格战打压全球锂电池市场，早期造成其他地区锂电池矿场没有收入而退市，然后再全球收购，连特斯拉都要低下头颅靠中国电池吃饭。","Nov 25, 2020",2020-11-24T18:29:41.000Z,"Climate only Changes when the left Opens Mouth.

The use of climate change to transfer the attention of domestic policy issues, and by the way increase the advancement of new energy, do you know which country is the largest beneficiary country of new energy.

China uses a price war to suppress the global lithium battery market. In the early days, lithium battery mines in other regions had no income and delisted, and then acquired global acquisitions. Even Tesla lowered its head to eat by Chinese batteries.",Other,climate change left open mouth use climate change transfer attention domestic policy issue way increase advancement new energy know country largest beneficiary country new energy china us price war suppress global lithium battery market early day lithium battery mine region income delisted acquired global acquisition even tesla lowered head eat chinese battery,4.0,0.02477272727272727,3.05,Neutral,2,Negative,Negative
博弈对冲交易者,@wangwatchworld,,2.0,7.0,,,https://x.com/wangwatchworld/status/1440573229303689219,https://x.com/wangwatchworld,基本上投资人把握几点：中国的碳中和政策不会停，因此围绕着这个背景的能源结构性变化，去做长期考虑。同时要考虑到气候变暖的人类努力一定失败，故此要考虑粮食产业的投资机会。考虑灾害性气候对能源和粮食的影响。,"Sep 22, 2021",2021-09-22T07:06:37.000Z,"Basically, investors grasp: China's carbon neutralization policy will not stop, so the energy structural changes around this background will be considered long -term consideration.At the same time, it is necessary to consider that the efforts of humans with warming climate must fail, so consider investment opportunities in the grain industry.Considering the impact of disaster climate on energy and food.",Other,basically investor grasp china carbon neutralization policy stop energy structural change around background considered long term considerationat time necessary consider effort human warming climate must fail consider investment opportunity grain industryconsidering impact disaster climate energy food,7.0,-0.1375,2.73,Negative,3,Neutral,Neutral
Weihai Torch High-tech Zone,@wihigoxnqwnl1,"https://pbs.twimg.com/media/F_Wj7cEbYAArta2?format=jpg&name=360x360, https://pbs.twimg.com/media/F_Wj7cEbYAArta2?format=jpg&name=360x360",,5.0,,20K,https://x.com/wihigoxnqwnl1/status/1726466322320728570,https://x.com/wihigoxnqwnl1,高质量共建“一带一路”，绿色始终是鲜明底色。从2014年到2020年，中国在“一带一路”项目中可再生能源投资占比大幅提升了近40%，超过了化石能源投资，积极响应国际呼吁，积极履行环保责任，开展生态环境治理，注重生物多样性保护，积极参与全球气候变化治理。#共商共享共建中的一带一路,"Nov 20, 2023",2023-11-20T05:03:42.000Z,"High -quality co -construction of the ""Belt and Road"", green is always a bright background.From 2014 to 2020, the proportion of renewable energy investment in the ""Belt and Road"" project increased significantly by nearly 40%, exceeding the fossil energy investment, actively responding to international calls, actively fulfilling environmental protection responsibilities, carrying out ecological environment governance, focusing on focusing onBiological diversity protection and actively participate in global climate change treatment.#Share the Belt and Road Initiative",Other,high quality co construction belt road green always bright backgroundfrom proportion renewable energy investment belt road project increased significantly nearly exceeding fossil energy investment actively responding international call actively fulfilling environmental protection responsibility carrying ecological environment governance focusing focusing onbiological diversity protection actively participate global climate change treatmentshare belt road initiative,5.0,0.07600000000000001,3.15,Neutral,5,Very Positive, Very Positive
马来西亚中国报,@mychinapress,"https://pbs.twimg.com/media/Fj_VkDEVUAAQXjE?format=jpg&name=small, https://pbs.twimg.com/media/Fj_VkDEVUAAQXjE?format=jpg&name=small",,1.0,,,https://x.com/mychinapress/status/1603234811975413762,https://x.com/mychinapress,"该协议将加强就全球关注的问题进行政治对话，并将在广泛的政策领域为互利合作提供更多空间，包括环境、能源、气候变化、运输、贸易、就业和社会事务、人权、农业、防扩散、反恐、打击有组织犯罪和移民.....
https://chinapress.com.my/?p=3240049
抢先体验，立即订阅，步骤easy啦
https://chinapress.com.my/subscribe","Dec 15, 2022",2022-12-15T03:45:40.000Z,"This agreement will strengthen political dialogue on global concerns, and will provide more space for mutually beneficial cooperation in wide policy fields, including environmental, energy, climate change, transportation, trade, employment and social affairs, human rights, agriculture, preventionProwing, anti -terrorism, crackdown on organizational crimes and immigrants ...
https://chinapress.com.my/?p=3240049
Experience first, subscribe immediately, step Easy
https://chinapress.com.my/subscribe",Other,agreement strengthen political dialogue global concern provide space mutually beneficial cooperation wide policy field including environmental energy climate change transportation trade employment social affair human right agriculture preventionprowing anti terrorism crackdown organizational crime immigrant httpschinapresscommyp experience first subscribe immediately step easy httpschinapresscommysubscribe,1.0,0.13958333333333334,3.28,Neutral,5,Very Positive, Very Positive
China Observer,@ChinaObserver2,"https://pbs.twimg.com/media/E-XdfcaVEAc6GiT?format=jpg&name=360x360, https://pbs.twimg.com/media/E-XdfcaVEAc6GiT?format=jpg&name=360x360",,,,,https://x.com/ChinaObserver2/status/1434094886043652096,https://x.com/ChinaObserver2,RT @mofazhuzhu: 中国已将菌草技术推广至全球一百多个国家，助力发展中国家消除贫困、促进就业、可再生资源利用和应对气候变化等，这是一项保持可持续发展的技术，是造福发展中国家人民的“幸福草”。,"Sep 4, 2021",2021-09-04T10:03:59.000Z,"RT @mofazhuzhu: China has promoted the grass technology to more than one hundred countries around the world, helping developing countries to eliminate poverty, promote employment, renewable resources, and respond to climate change. This is a technology that maintains sustainable development.It is the ""happy grass"" for the benefit of the people of developing countries.",Other,rt mofazhuzhu china promoted grass technology one hundred country around world helping developing country eliminate poverty promote employment renewable resource respond climate change technology maintains sustainable developmentit happy grass benefit people developing country,,0.65,4.3,Positive,5,Very Positive, Very Positive
工劳快讯：关注当代打工人,@laborpowercn,,,,,,https://x.com/laborpowercn/status/1530056223315267585,https://x.com/laborpowercn,"新政策要求“一带一路”项目与《巴黎协定》保持一致

#绿色 - “一带一路”倡议必须与《巴黎协定》保持一致，中国将“推动各方全面履行《联合国气候变化框架公约》及其《巴黎协定》”，特别是通过支持能源转型和绿色交通。

https://archive.ph/wip/lmk4v","May 27, 2022",2022-05-27T05:20:05.000Z,"The new policy requires the ""Belt and Road"" project to be consistent with the Paris Agreement

# -The “Belt and Road” initiative must be consistent with the Paris Agreement. China will “promote the“ Convention on the Framework of the United Nations Climate Change ”and its Paris Agreement, especially by supporting energy transformation and green transportation.

https://archive.ph/wip/lmk4v",Other,new policy requires belt road project consistent paris agreement belt road initiative must consistent paris agreement china promote convention framework united nation climate change paris agreement especially supporting energy transformation green transportation httpsarchivephwiplmkv,,0.18727272727272726,3.37,Neutral,4,Positive,Positive
Inty热点新闻,@__Inty__,"https://pbs.twimg.com/media/FGE10jkVcAEAQcO?format=jpg&name=360x360, https://pbs.twimg.com/media/FGE10jkVcAEAQcO?format=jpg&name=360x360",1.0,22.0,1.0,,https://x.com/__Inty__/status/1468515310475124736,https://x.com/__Inty__,"今年的台湾能源展重点关注我们向绿色能源的持续转型。 #Taiwan 正在努力扩大可再生能源容量，以便我们能够在缓解气候变化的同时满足业务需求。 https://pic.x.com/JXa7HLVqZp

(各国元首谈台湾或中国--）
https://x.com/iingwen/status/1468514144261656580…","Dec 8, 2021",2021-12-08T09:38:28.000Z,"This year's Taiwan Energy Exhibition focuses on our continuous transformation to green energy.#Taiwan is trying to expand renewable energy capacity so that we can meet business needs while alleviating climate change.https://pic.x.com/jxa7hlvqzp

(The heads of state talk about Taiwan or China-)
https://x.com/iingwen/status/14685144261656580",Other,year taiwan energy exhibition focus continuous transformation green energytaiwan trying expand renewable energy capacity meet business need alleviating climate changehttpspicxcomjxahlvqzp head state talk taiwan china httpsxcomiingwenstatus,22.0,-0.2,2.6,Negative,4,Positive,Positive
Chunyu 春雨,@Chunyu_China,"https://pbs.twimg.com/media/GH53n57bIAAWThQ?format=jpg&name=small, https://pbs.twimg.com/media/GH53n57bIAAWThQ?format=jpg&name=small",2.0,6.0,,318,https://x.com/Chunyu_China/status/1764979634255667602,https://x.com/Chunyu_China,全国政协委员、中国气象局科技与气候变化司副司长张兴赢介绍说，我国可再生能源装机容量居世界第一；全球1/4的新增绿化面积来自中国；我国成为唯一同时运行黎明、上午、下午、倾斜4条近地轨道气象卫星的国家，为129个国家实时提供地球观测数据……。” #2024全国两会,Mar 5,2024-03-05T11:41:51.000Z,"Zhang Xingying, a member of the National Committee of the Chinese People's Political Consultative Conference and deputy director of the Department of Science and Technology and Climate Change of the China Meteorological Administration, said that the capacity of my country's renewable energy installed capacity ranks first in the world; 1/4 of the world's new greening area comes from China; my country becomes the only at the same time to operate at the same time dawn In the morning, afternoon, and leaning 4 -rail -orbital meteorological satellites, it provides earth observation data for real time in 129 countries ..."" #2024 National Two Sessions",Other,zhang xingying member national committee chinese people political consultative conference deputy director department science technology climate change china meteorological administration said capacity country renewable energy installed capacity rank first world world new greening area come china country becomes time operate time dawn morning afternoon leaning rail orbital meteorological satellite provides earth observation data real time country national two session,6.0,0.07329545454545455,3.15,Neutral,5,Very Positive, Very Positive
Chunyu 春雨,@Chunyu_China,"https://pbs.twimg.com/media/GH53n57bIAAWThQ?format=jpg&name=small, https://pbs.twimg.com/media/GH53n57bIAAWThQ?format=jpg&name=small",2.0,6.0,,318,https://x.com/Chunyu_China/status/1764979634255667602,https://x.com/Chunyu_China,全国政协委员、中国气象局科技与气候变化司副司长张兴赢介绍说，我国可再生能源装机容量居世界第一；全球1/4的新增绿化面积来自中国；我国成为唯一同时运行黎明、上午、下午、倾斜4条近地轨道气象卫星的国家，为129个国家实时提供地球观测数据……。” #2024全国两会,Mar 5,2024-03-05T11:41:51.000Z,"Zhang Xingying, a member of the National Committee of the Chinese People's Political Consultative Conference and deputy director of the Department of Science and Technology and Climate Change of the China Meteorological Administration, said that the capacity of my country's renewable energy installed capacity ranks first in the world; 1/4 of the world's new greening area comes from China; my country becomes the only at the same time to operate at the same time dawn In the morning, afternoon, and leaning 4 -rail -orbital meteorological satellites, it provides earth observation data for real time in 129 countries ..."" #2024 National Two Sessions",Other,zhang xingying member national committee chinese people political consultative conference deputy director department science technology climate change china meteorological administration said capacity country renewable energy installed capacity rank first world world new greening area come china country becomes time operate time dawn morning afternoon leaning rail orbital meteorological satellite provides earth observation data real time country national two session,6.0,0.07329545454545455,3.15,Neutral,5,Very Positive, Very Positive
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,275,https://x.com/RFAChinese/status/1787027200685821983,https://x.com/RFAChinese,全人类都需要大规模、快速转向可再生能源。美国在创新方面仍处于领先地位，而中国则擅长将前沿科学以具有成本效益的方式应用到现实世界中。如果美国政界人士、投资者和企业认识到，气候变化是人类最大威胁，这将为同中国外交、合作和建设性竞争开辟道路，使我们所有人受益。,May 5,2024-05-05T07:51:00.000Z,"All human beings need large -scale and fast -to -renewable energy sources.The United States is still leading in innovation, while China is good at applying cutting -edge science to the real world in a cost -effective manner.If American politicians, investors, and companies recognize that climate change is the biggest threat of human beings, which will open a path for Chinese diplomacy, cooperation and constructive competition to benefit all of us.",Other,human being need large scale fast renewable energy sourcesthe united state still leading innovation china good applying cutting edge science real world cost effective mannerif american politician investor company recognize climate change biggest threat human being open path chinese diplomacy cooperation constructive competition benefit u,,0.1194805194805195,3.24,Neutral,4,Positive,Positive
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,277,https://x.com/RFAChinese/status/1792504795858694406,https://x.com/RFAChinese,为什么不买便宜的中国电池呢？这是一个政治经济问题。考虑到气候变化带来的生存威胁，绿色能源转型背后的政治联盟不应该是脆弱的，但它确实是脆弱的。拜登政府能够得到这些针对可再生能源的大笔补贴，必需将它们与创造国内制造业就业机会挂钩。,May 20,2024-05-20T10:37:01.000Z,"Why not buy cheap Chinese batteries?This is a political and economic issue.Considering the survival threat caused by climate change, the political alliance behind green energy transformation should not be fragile, but it is indeed fragile.The Biden government can get these large subsidies for renewable energy, and they must link them to creating domestic manufacturing employment opportunities.",Other,buy cheap chinese batteriesthis political economic issueconsidering survival threat caused climate change political alliance behind green energy transformation fragile indeed fragilethe biden government get large subsidy renewable energy must link creating domestic manufacturing employment opportunity,,0.021428571428571432,3.04,Neutral,1,Very Negative,Very Negative
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,237,https://x.com/RFAChinese/status/1792493219386704048,https://x.com/RFAChinese,为什么美国不能接受来自中国的廉价商品？人们依然在担忧第一次中国冲击造成的社区混乱。但还有一个新问题：气候变化。被征收新关税或被提高关税货物主要是与绿色能源过渡有关的产品；电动汽车一直备受关注，但巨型电池—它现在开始在解决可再生能源间歇性问题方面发挥关键作用,May 20,2024-05-20T09:51:01.000Z,"Why can't the United States accept cheap products from China?People are still worried about the community chaos caused by the first impact of China.But there is another new problem: climate change.New tariffs are requisitioned or raised tariffs are mainly products related to green energy transitions; electric vehicles have always attracted much attention, but giant batteries -it has begun to play a key role in solving intermittent energy intermittent problems of renewable energy.",Other,cant united state accept cheap product chinapeople still worried community chaos caused first impact chinabut another new problem climate changenew tariff requisitioned raised tariff mainly product related green energy transition electric vehicle always attracted much attention giant battery begun play key role solving intermittent energy intermittent problem renewable energy,,0.10589225589225587,3.21,Neutral,2,Negative,Negative
ᴿᵉᵇᵉˡRFAChinese,@RFAChinese,,,,,355,https://x.com/RFAChinese/status/1831494960606072930,https://x.com/RFAChinese,"波德斯塔计划与中国气候变化事务特使刘振民，以及负责煤炭开发和可再生能源生产的部长们举行会谈。预计他还将会见解振华，这位退休的高级气候特使目前仍在从事外交工作。

气候专家表示，如果拜登和习近平在11月会面，他们希望此行将有助于气候问题进入议程。",Sep 5,2024-09-05T00:50:00.000Z,"Podista plans to hold talks with Liu Zhenmin, a special envoy of climate change in China, and ministers in charge of coal development and renewable energy production.It is expected that he will also meet with Jie Zhenhua, and the retired senior climate special envoy is still engaged in diplomatic work.

Climate experts said that if Biden and Xi Jinping met in November, they hoped that this trip would help climate issues to enter the agenda.",Other,podista plan hold talk liu zhenmin special envoy climate change china minister charge coal development renewable energy productionit expected also meet jie zhenhua retired senior climate special envoy still engaged diplomatic work climate expert said biden xi jinping met november hoped trip would help climate issue enter agenda,,0.20476190476190478,3.41,Neutral,3,Neutral,Neutral
MoshangUSA,@MoshangUsa,,,5.0,,,https://x.com/MoshangUsa/status/1592712635119972353,https://x.com/MoshangUsa,"美国几乎不制造任何太阳能生产元件，该行业80%的产业链依靠中国。

另外，其实太阳能电池废旧处理污染极大，谈可再生能源的从来回避这个重要问题。

更悲催的，MIT参与研发的气候模型证明太阳能对于减少全球变暖作用几乎为零。
#renewableenergy #solarpanels #greennewdeal","Nov 16, 2022",2022-11-16T02:54:18.000Z,"The United States almost does not create any solar production elements, and 80%of the industry's industrial chain relies on China.

In addition, in fact, solar cell waste treatment is extremely polluted, and it has always avoided this important issue of renewable energy.

Even more sad, the climate model that MIT participated in the research and development proves that solar energy is almost zero for reducing global warming.
#renewablenergy #Solarpanels #Greennewdeal",Other,united state almost create solar production element industry industrial chain relies china addition fact solar cell waste treatment extremely polluted always avoided important issue renewable energy even sad climate model mit participated research development prof solar energy almost zero reducing global warming renewablenergy solarpanels greennewdeal,5.0,0.05357142857142856,3.11,Neutral,1,Very Negative,Very Negative
生态梦人2,@O9eAzuk9yYgw66p,"https://pbs.twimg.com/ext_tw_video_thumb/1594586652252536832/pu/img/aZKnBc2GyU3yCp8r.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1594586652252536832/pu/img/aZKnBc2GyU3yCp8r.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1594586652252536832/pu/img/aZKnBc2GyU3yCp8r.jpg",,1.0,,,https://x.com/O9eAzuk9yYgw66p/status/1594587327296409600,https://x.com/O9eAzuk9yYgw66p,"解振华表示，损失与损害基金的受益方是发展中国家，但鉴于资金规模有限，应该首先给在气候变化面前最脆弱、最有需要的国家。
解振华强调，中国通过南南合作和绿色“一带一路”等，帮助发展中国家提高应对气候变化的能力，如帮助发展中国家发展可再生能源、建设低碳转型示范区、培训官员和技术人员。","Nov 21, 2022",2022-11-21T07:03:39.000Z,"Xie Zhenhua said that the beneficiaries of the loss and damage fund are developing countries, but given the limited size of funds, they should first give the most vulnerable and most needed countries in front of climate change.
Xie Zhenhua emphasized that China has helped develop countries to improve its ability to respond to climate change through South -South cooperation and green “Belt and Road”, such as helping developing countries to develop renewable energy, building low -carbon transformation demonstration zones, training officials and technical personnel.",Other,xie zhenhua said beneficiary loss damage fund developing country given limited size fund first give vulnerable needed country front climate change xie zhenhua emphasized china helped develop country improve ability respond climate change south south cooperation green belt road helping developing country develop renewable energy building low carbon transformation demonstration zone training official technical personnel,1.0,0.05317460317460318,3.11,Neutral,2,Negative,Negative
