Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
Malcolm Roberts,@MRobertsQLD,"https://pbs.twimg.com/media/GNcOavJWIAAJjlh?format=jpg&name=small, https://pbs.twimg.com/media/GNcOavJWIAAJjlh?format=jpg&name=small",147,375,40,7K,https://x.com/MRobertsQLD/status/1789915230929035395,https://x.com/MRobertsQLD,"Liberal and Labor keep lying to Australia that wind & solar are the cheapest forms of energy

This is the high cost of unreliable power in the real world #auspol

From the article Unreliable Wind & Solar Deliver Increased Risk of Costly & Deadly Blackouts 
https://senroberts.com/3WGlBBw",May 13,2024-05-13T07:07:00.000Z
"PSW Energy, Perth Solar Warehouse",@PSWEnergy,https://pbs.twimg.com/media/GAB2aO2XsAAoqoH?format=jpg&name=small,,,1,42,https://x.com/PSWEnergy/status/1729512462452470205,https://x.com/PSWEnergy,"Jinko Tiger Neo n-type TOPCon solar panels by 𝙋𝙎𝙒 provide advanced dependability, yield and performance for the cost, becoming one of Australia’s most popular solar panels of 2023.

https://pswenergy.com.au/product/jinko-solar-energy-system/… #solarenergy #electrification","Nov 29, 2023",2023-11-28T14:47:58.000Z
Fortescue Future Industries,@FortescueFuture,,1,8,,905,https://x.com/FortescueFuture/status/1649334407809974272,https://x.com/FortescueFuture,"Australia sets another record with our #SolarEnergy output, coming in 22% higher than last year! 

Investing in solar energy will not only help us in the race to #RealZero, but also lower the cost of power for Australians.

It’s a win, win!","Apr 21, 2023",2023-04-21T08:49:00.000Z
Clean Energy Group Ai ™Commercial Solar Leads,@Cleanenergylead,"https://pbs.twimg.com/media/GTu6gOkbIAEiUoD?format=jpg&name=small, https://pbs.twimg.com/media/GTu6gOkbIAEiUoD?format=jpg&name=small",,1,,14,https://x.com/Cleanenergylead/status/1818252060124745935,https://x.com/Cleanenergylead,"Shining a light on the future: a pathway for ultra low cost solar

#Commercialsolar 
#Solarmarketing 
#Solarleads 
#Cleanenergygroupai

Australia is known for its abundant sunshine, but harnessing this resource efficiently and cost-effectively is an ongoing challenge. We are",Jul 30,2024-07-30T11:47:27.000Z
ADS Solar,@ADSSolar,"https://pbs.twimg.com/media/FzhuAHfXoAABME1?format=jpg&name=small, https://pbs.twimg.com/media/FzhuAHfXoAABME1?format=jpg&name=small",,2,,39,https://x.com/ADSSolar/status/1673208222931451904,https://x.com/ADSSolar,"Unveiling The Benefits Of Investing In A Solar Energy System

If you’re considering investing in a solar system in Sydney, NSW Australia, you’re on the right path toward a sustainable and cost-effective energy solution.

https://adssolar.com.au/unveiling-the-benefits-of-investing-in-a-solar-energy-system/…","Jun 26, 2023",2023-06-26T05:55:01.000Z
Fella McCloud,@F3llA_McCloud,,,9,10,806,https://x.com/F3llA_McCloud/status/1703615502105575514,https://x.com/F3llA_McCloud,"I'm not too sure about it.

Australia has vast swarths of land that are useful and more cost saving, with Renewable Energy like Wind, Hydro and Solar.

It's going to become a White Elephant building a Nuclear Plant. And cost more to store the waste that is generated.","Sep 18, 2023",2023-09-18T03:42:42.000Z
Australian Solar and Renewable Energy News,@AusSolarNews,"https://pbs.twimg.com/media/GOihtjlWIAAGyQg?format=jpg&name=small, https://pbs.twimg.com/media/GOihtjlWIAAGyQg?format=jpg&name=small",1,1,,25,https://x.com/AusSolarNews/status/1794862258067050810,https://x.com/AusSolarNews,Australia’s ultra cost solar goal could change everything about the grid https://reneweconomy.com.au/australias-ultra-cost-solar-goal-could-change-everything-about-the-grid/?utm_source=SPS&utm_medium=TwitterAUsolarnews… #SolarEmpowerment #SolarPowerSystem,May 27,2024-05-26T22:44:43.000Z
Zali Steggall MP,@zalisteggall,,14,113,60,4.5K,https://x.com/zalisteggall/status/1778280126469325156,https://x.com/zalisteggall,"Future Made in Aust policy = renewable energy superpower. I've been calling on an ambitious IRA response that  includes tax credits. Devil will be in budget detail, must include incentives for smaller Aust battery, solar & renewable manufacturers #auspol",Apr 11,2024-04-11T04:33:15.000Z
pv magazine Australia,@pvmagazineoz,https://pbs.twimg.com/media/FwyhyWWaYAAGR3R?format=jpg&name=small,,,,82,https://x.com/pvmagazineoz/status/1660880251109658624,https://x.com/pvmagazineoz,"Major funds for state-owned clean energy venture, education and innovation in Victoria’s new budget: Victoria’s newly released state budget includes $1 billion (USD 670 million) for the resurrected government energy outfit,… #renewables #solar #technology http://dlvr.it/SpSdVD","May 23, 2023",2023-05-23T05:28:04.000Z
pv magazine Australia,@pvmagazineoz,https://pbs.twimg.com/media/Fw9KmJkaYAAmUB4?format=jpg&name=small,,,,57,https://x.com/pvmagazineoz/status/1661628809119162368,https://x.com/pvmagazineoz,Widespread misreporting of NSW renewable energy zone cost ‘blow outs’ and delays: The numbers behind headlines of billion dollar cost blowouts and delays to New South Wales’ energy transformation projects appear foggy at… #renewables #solar #technology http://dlvr.it/Spb50j,"May 25, 2023",2023-05-25T07:02:34.000Z
energygovau,@energygovau,"https://pbs.twimg.com/ext_tw_video_thumb/1683314817053110274/pu/img/exCQFQn0Gaub6aA6.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1683314817053110274/pu/img/exCQFQn0Gaub6aA6.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1683314817053110274/pu/img/exCQFQn0Gaub6aA6.jpg",4,4,5,1.1K,https://x.com/energygovau/status/1683314953221210112,https://x.com/energygovau,"Renewables, led by #wind & #solar, have retained their position as Australia’s cheapest new-build electricity generation. Read details on @CSIRO & @AEMO_Energy report: https://bit.ly/43DsqDJ

#LatestNews #Electricity #Hydrogen @DCCEEW","Jul 24, 2023",2023-07-24T03:15:33.000Z
Robert Parker,@NukeForClimate,"https://pbs.twimg.com/media/GNvK0Lja8AI5eFL?format=jpg&name=900x900, https://pbs.twimg.com/media/GNvK0Lja8AI5eFL?format=jpg&name=900x900",12,78,40,24K,https://x.com/NukeForClimate/status/1791249526441103680,https://x.com/NukeForClimate,"Hey @simonahac why do you campaign against ultra low emissions nuclear power plants being included with wind & solar in an optimum low cost energy mix for Australia?

Do you prefer a path using RE jobs like SNH 2.0 going seven times over budget with no foreseeable completion date",May 17,2024-05-16T23:29:01.000Z
Evan,@fictillius,,1,3,,1K,https://x.com/fictillius/status/1647414911537143809,https://x.com/fictillius,"The latest levellised cost of energy assessment has been released by Lazard, confirming – as CSIRO and the market operator have done in Australia – that wind and solar, even “firmed” by battery storage, still beat the fossil fuel competition https://reneweconomy.com.au/gas-cant-compete-with-wind-solar-and-storage-even-in-worlds-biggest-market/…","Apr 16, 2023",2023-04-16T01:41:37.000Z
ZEN Energy,@ZENenergyau,"https://pbs.twimg.com/media/GTnl1k2aAAAVljN?format=jpg&name=360x360, https://pbs.twimg.com/media/GTnl1k2aAAAVljN?format=jpg&name=360x360",,,,46,https://x.com/ZENenergyau/status/1817736702657741017,https://x.com/ZENenergyau,"Even larger CIS auctions hinted after huge response to Australia’s biggest wind and solar tender, says @renew_economy's article.  

ZEN supports growth and innovation in the energy sector for a #NetZero future here and worldwide.  

https://bit.ly/3WBcJwO 

#RenewableEnergy",Jul 29,2024-07-29T01:39:36.000Z
Australian Renewable Energy Agency (ARENA),@arenagovau,"https://pbs.twimg.com/media/GIh9PFWasAA4hmK?format=jpg&name=small, https://pbs.twimg.com/media/GIh9PFWasAA4hmK?format=jpg&name=small",1,4,,340,https://x.com/arenagovau/status/1767801026084524148,https://x.com/arenagovau,"ARENA’s CEO @darrenhmiller spoke at a recent Energy and Climate Ministerial Council meeting outlining the role of green hydrogen and ultra-low cost solar in Australia’s superpower vision.

Read more to see what Darren had to say: https://arena.gov.au/blog/the-role-of-green-hydrogen-and-ultra-low-cost-solar-in-australias-superpower-vision/…",Mar 13,2024-03-13T06:33:03.000Z
Sky News Australia,@SkyNewsAust,,37,143,58,11K,https://x.com/SkyNewsAust/status/1728217449429086719,https://x.com/SkyNewsAust,"Labor's grand emissions goals are failing fast amid slowing new renewable energy investment, eye-watering cost blowouts and growing community resistance to new wind, solar and transmission lines, writes Nick Cater.","Nov 25, 2023",2023-11-25T01:02:03.000Z
Island Innovation,@IslandsInnovate,"https://pbs.twimg.com/media/GVrbdu4XcAAfCsL?format=jpg&name=small, https://pbs.twimg.com/media/GVrbdu4XcAAfCsL?format=jpg&name=small",1,3,1,221,https://x.com/IslandsInnovate/status/1827013915638743339,https://x.com/IslandsInnovate,"From the Andaman Islands' first female dive instructor breaking barriers to Hawaii’s shift toward energy sovereignty with solar power.

Read more stories in this week's newsletter
https://islandinnovation.co/newsletters/a-relentless-battle-barbudas-story-at-the-virtual-island-summit/…

Photo: Lord Howe Island, Australia

#environment #resilience #islands",Aug 24,2024-08-23T16:03:56.000Z
TaiyangNews - All About Solar,@TaiyangNews,https://pbs.twimg.com/media/F1Z0wdNagAA6n6R?format=jpg&name=small,,2,,130,https://x.com/TaiyangNews/status/1681660238653542400,https://x.com/TaiyangNews,Australia's @ARENA_aus has released a white paper to present a roadmap for ultra low-cost solar & calls for urgent action to bring down the solar levelized cost of energy to under AUD 20.0/MWh from AUD 50.0- AUD 60.0/MWh today #SOLAR #RenewableEnergy https://taiyangnews.info/markets/arenas-30-30-30-whitepaper-for-pv-technology/…,"Jul 19, 2023",2023-07-19T13:40:19.000Z
Magaldi Green Energy,@MagaldiGreen,"https://pbs.twimg.com/media/F8kNpwOWoAAvsCD?format=jpg&name=small, https://pbs.twimg.com/media/F8kNpwOWoAAvsCD?format=jpg&name=small",2,6,1,308,https://x.com/MagaldiGreen/status/1713916146867446167,https://x.com/MagaldiGreen,"The long term experience of STEM-CST technology, developed and patented by @MagaldiGreen, was presented @IEA_SolarPACES 2023, the world's leading event for innovation in the concentrated solar #energy sector, in Australia, discover more  https://bit.ly/48TUxSW","Oct 17, 2023",2023-10-16T13:53:47.000Z
The Age,@theage,,1,2,,7.7K,https://x.com/theage/status/1698267134390829182,https://x.com/theage,"Although solar energy is taking off in homes – about 33 per cent of Australian households have solar – only 8 per cent of commercial businesses in Australia have taken up the energy source, despite its lower cost than traditional power.","Sep 3, 2023",2023-09-03T09:30:11.000Z
Rewiring Australia,@RewiringAus,,30,67,4,1.5K,https://x.com/RewiringAus/status/1828611959224443380,https://x.com/RewiringAus,"Efficient electrification can drive a cost-effective clean energy transition, bringing economic gains to 
communities & households while cutting emissions. 

We've identified 7 changes to the electricity market needed to put consumers first @renew_economy",Aug 28,2024-08-28T01:53:59.000Z
Rewiring Australia,@RewiringAus,,19,48,1,1.1K,https://x.com/RewiringAus/status/1835540932193841540,https://x.com/RewiringAus,All Australians should have access to cheap energy like rooftop solar. Government financing for household energy upgrades could help alleviate the cost-of-living pressure being felt by so many Australians. #RenewAustraliaForAll #electrifyeverything,Sep 16,2024-09-16T04:47:15.000Z
Scott Phillips,@TMFScottP,"https://pbs.twimg.com/media/GXpLtf5acAAbeVu?format=png&name=small, https://pbs.twimg.com/media/GXpLtf5acAAbeVu?format=png&name=small",1,36,42,4.9K,https://x.com/TMFScottP/status/1835863114665120152,https://x.com/TMFScottP,"Lowering the solar feed-in tariff, while increasing the cost of grid power, might be smart short-term management, but the longer it remains the case, the stronger the case for home batteries, lowering overall grid demand, over time.

(This from Energy Australia.)",Sep 17,2024-09-17T02:07:29.000Z
Trevor Parsons,@DartmouthCommon,,1,3,,120,https://x.com/DartmouthCommon/status/1617992329704669184,https://x.com/DartmouthCommon,"What if the N.S. gov put a price cap on non-renewable (inc. biomass) energy? Well, lower-cost renewables like wind & solar would suddenly become a priority for NS Power, that's what.
@TimHoustonNS @TimothyHalman  
@EcologyAction @StephenJWT @catabreu_","Jan 25, 2023",2023-01-24T21:06:46.000Z
Trevor Parsons,@DartmouthCommon,,1,3,,120,https://x.com/DartmouthCommon/status/1617992329704669184,https://x.com/DartmouthCommon,"What if the N.S. gov put a price cap on non-renewable (inc. biomass) energy? Well, lower-cost renewables like wind & solar would suddenly become a priority for NS Power, that's what.
@TimHoustonNS @TimothyHalman  
@EcologyAction @StephenJWT @catabreu_","Jan 25, 2023",2023-01-24T21:06:46.000Z
Stoichastic,@Stoichastich,,,,,10,https://x.com/Stoichastich/status/1801444097267482672,https://x.com/Stoichastich,"""Renewable"" solar energy is so cheap businesses in Australia can get up to $50,000 rebates to install it.

Home owners are eligible for up to $7k in some states to install solar.

Such cheap energy it's practically *free.

(*free = subsidised by tax payers, everywhere)",Jun 14,2024-06-14T02:38:36.000Z
murray pearce,@pearce_murray,,36,115,3,1.2K,https://x.com/pearce_murray/status/1829385605610123524,https://x.com/pearce_murray,Is it ideology or just plain old lobby group corruption? We have to stop this nonsense and wasting of tax payer $. Subsidized roof top solar has been a game changer in Australia. 'Competition' won't solve our energy problem,Aug 30,2024-08-30T05:08:11.000Z
Jennifer Barrett,@onwardaustralia,,,,,54,https://x.com/onwardaustralia/status/1790962213815243224,https://x.com/onwardaustralia,So much for free renewable energy from the sun. Ausgrid will now charge a 1.2 c/kWh fee for solar panel owners who export electricity back into the power grid. #Australia #Labor #AusGrid #SolarPanel #SolarEnergy #Fee #ChrisBowen #PennySharpe #AusPol #AusVotes,May 16,2024-05-16T04:27:20.000Z
Barry West,@bwest1174,,,,,8,https://x.com/bwest1174/status/1830857957191643451,https://x.com/bwest1174,Australia we need to get this labour government out of office every day they're spending your tax payer dollars on worthless windmills and solar and energy that will never do as good fossil fuel energy if we want to go green we need to go nuclear energy they are selling us out,Sep 3,2024-09-03T06:38:47.000Z
Solar Battery Storage News Australia,@SolarStorageAu,,,,,16,https://x.com/SolarStorageAu/status/1810065919189688517,https://x.com/SolarStorageAu,Calculate How Much A “Sun Tax” Might Affect You https://solarquotes.com.au/blog/sun-tax-calculator-guide-mb2958/?utm_source=SPS&utm_medium=TwitterStorage… #energy #GreenEnergy,Jul 8,2024-07-07T21:38:39.000Z
Solar Battery Storage News Australia,@SolarStorageAu,,1,1,,34,https://x.com/SolarStorageAu/status/1743431372889309456,https://x.com/SolarStorageAu,Key Capture Energy sells investment tax credits for 120MW of New York and... https://energy-storage.news/key-capture-energy-sells-investment-tax-credits-for-120mw-of-new-york-and-texas-bess/?utm_source=SPS&utm_medium=twitter… #SmartEnergyStorage #EcoFriendlyEnergy,Jan 6,2024-01-06T00:36:45.000Z
Solar Battery Storage News Australia,@SolarStorageAu,,1,1,,33,https://x.com/SolarStorageAu/status/1758792706862547029,https://x.com/SolarStorageAu,Energy storage tax credits in US priced highest among all clean energy types https://energy-storage.news/energy-storage-tax-credits-in-us-priced-highest-among-all-clean-energy-types/?utm_source=SPS&utm_medium=twitter… #RenewableStorage #SolarEnergyStorage,Feb 17,2024-02-17T09:57:12.000Z
Steven Kwas,@KwasSteven10454,"https://pbs.twimg.com/ext_tw_video_thumb/1754121255358287873/pu/img/C_UZfT2qhdvMPBZ6.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1754121255358287873/pu/img/C_UZfT2qhdvMPBZ6.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1754121255358287873/pu/img/C_UZfT2qhdvMPBZ6.jpg",,,,15,https://x.com/KwasSteven10454/status/1754325063380455720,https://x.com/KwasSteven10454,"Australia this is where Labour ruins the country - increase taxes and energy costs to pay for more renewable(not) energy production, solar/wind farms breakdown, cost to repair/replace, increase tax/cost to public and the cycle continues.",Feb 5,2024-02-05T02:04:23.000Z
your energy answers,@yeanswers,,,2,,34,https://x.com/yeanswers/status/1800695505942688148,https://x.com/yeanswers,"Australia releases a NEW SOLAR TAX in a cost of living crisis.

We were involved in an A Current Affair piece to break it down. 

Watch and SHARE to stand up for Australians!!",Jun 12,2024-06-12T01:03:58.000Z
Andy Fleming,@slackbastard,"https://pbs.twimg.com/media/FSCvWbRaQAAaoHY?format=png&name=small, https://pbs.twimg.com/media/FSCvWbRaQAAaoHY?format=png&name=small",5,11,1,,https://x.com/slackbastard/status/1522409555434827776,https://x.com/slackbastard,"Kevin Hogan voted consistently against
A carbon price
A fast transition from fossil fuels to renewable energy
A minerals resource rent tax
Increasing investment in renewable energy, marine conservation, protection of Australia's fresh water
& will once again sh!t it in.
#ausvotes","May 6, 2022",2022-05-06T02:54:57.000Z
Moore Australia,@moore_australia,"https://pbs.twimg.com/media/F_kSLNbW0AAoQf2?format=jpg&name=small, https://pbs.twimg.com/media/F_kSLNbW0AAoQf2?format=jpg&name=small",,,,33,https://x.com/moore_australia/status/1727431917891420191,https://x.com/moore_australia,"Renewable energy projects have different tax implications.  Read more in our latest article.  https://ow.ly/4e7E50Q9HlK  

#proudlymoore #mooreaustralia #agribusiness #moorewomeninag #tax #taxforprimaryproducers #primaryproducer","Nov 23, 2023",2023-11-22T21:00:38.000Z
Stoichastic,@Stoichastich,,,,,10,https://x.com/Stoichastich/status/1801444097267482672,https://x.com/Stoichastich,"""Renewable"" solar energy is so cheap businesses in Australia can get up to $50,000 rebates to install it.

Home owners are eligible for up to $7k in some states to install solar.

Such cheap energy it's practically *free.

(*free = subsidised by tax payers, everywhere)",Jun 14,2024-06-14T02:38:36.000Z
Australia Colombia Business Council,@_ACBC_,,,2,1,,https://x.com/_ACBC_/status/1534574999884947463,https://x.com/_ACBC_,"Great news! On Monday 7 June 2022, the Colombian government approved a raft of tax incentives for clean hydrogen projects. Thanks to a more favourable regulatory framework for the energy sector, Colombia doubled renewable energy projects by 2,800 megawatts.","Jun 9, 2022",2022-06-08T16:36:05.000Z
Tom Quinn,@TMMQUINN2015,,,,,,https://x.com/TMMQUINN2015/status/1542492993701044225,https://x.com/TMMQUINN2015,"Sky News Australia.

Queensland Labor's tax on coking once again highlights their corrupt energy paradigm.

Artificial cost impositions to compromise efficient energy sources.

Prinicipally to promote inefficient renewable energy sources for political motives.

ALP = High costs","Jun 30, 2022",2022-06-30T12:59:22.000Z
Apex Group,@ApexGlobalGroup,"https://pbs.twimg.com/media/FV7HTQgXwAAhr6y?format=jpg&name=small, https://pbs.twimg.com/media/FV7HTQgXwAAhr6y?format=jpg&name=small",,3,,,https://x.com/ApexGlobalGroup/status/1539887259616690176,https://x.com/ApexGlobalGroup,"Apex has been appointed by Octopus Australia to provide Fund Administration, Investor Onboarding, Share Registry and Tax Services, allowing their team to focus on deploying capital into renewable energy.

Read more: https://okt.to/wXk3xg

#Renewables #ESG #RealAssets #Australia","Jun 23, 2022",2022-06-23T08:25:07.000Z
MezBundjalungKombumerri Yugambeh Australia,@mezi13,,,,,31,https://x.com/mezi13/status/1768461337758453993,https://x.com/mezi13,"“John Quiggin Prof of economics at UQ said ""It is not accurate to describe the standard as a tax, since no revenue is raised.""The design of the scheme is similar in principle of the Renewable Energy Target, which was first introduced by the Howard govt”",Mar 15,2024-03-15T02:16:54.000Z
Richard Denniss,@RDNS_TAI,"https://pbs.twimg.com/media/Fj5NOn-VsAAsya0?format=jpg&name=small, https://pbs.twimg.com/media/Fj5NOn-VsAAsya0?format=jpg&name=small",39,103,6,,https://x.com/RDNS_TAI/status/1602841302504439808,https://x.com/RDNS_TAI,"Australia needs better education, health, aged care and renewable energy policies not $250 billion in tax cuts that flow overwhelmingly to the highest income earners. Add your name to that of Joe Stiglitz, Bernie Fraser and Prof Miranda Stewart. Petition below #auspol #ausecon","Dec 14, 2022",2022-12-14T01:42:00.000Z
Dr Josie McSkimming,@JosieMcskimming,,6,18,1,,https://x.com/JosieMcskimming/status/1555372298500456448,https://x.com/JosieMcskimming,"Are the only ppl supporting nuclear power stations in Australia the old tycoons & neo-cons who make their fortune from fossil fuels? 

Because clearly no one else is remotely interested,when we have a country replete with renewable energy sources. 

Just tax the hell out of them.","Aug 5, 2022",2022-08-05T01:57:08.000Z
Steven Kwas,@KwasSteven10454,https://pbs.twimg.com/ext_tw_video_thumb/1754121255358287873/pu/img/C_UZfT2qhdvMPBZ6.jpg,,,,15,https://x.com/KwasSteven10454/status/1754325063380455720,https://x.com/KwasSteven10454,"Australia this is where Labour ruins the country - increase taxes and energy costs to pay for more renewable(not) energy production, solar/wind farms breakdown, cost to repair/replace, increase tax/cost to public and the cycle continues.",Feb 5,2024-02-05T02:04:23.000Z
Les Johnston Voted Yes,@elrjay,,1,,,,https://x.com/elrjay/status/1539852148925616128,https://x.com/elrjay,Why is NSW letting the coal industry get away with paying a token royalty tax? Nothing to do with coal miners loyalty to Australia? Coal royalties: Queensland wins where NSW’s renewable energy superstar fears to tread https://reneweconomy.com.au/coal-royalties-queensland-wins-where-nsws-renewable-energy-superstar-fears-to-tread/…,"Jun 23, 2022",2022-06-23T06:05:36.000Z
Tesla Motors Community,@CommunityTesla,https://pbs.twimg.com/media/F5UzZ8cXYAABjAo?format=jpg&name=small,,,,61,https://x.com/CommunityTesla/status/1699320957851070861,https://x.com/CommunityTesla,"""Tesla Chair calls on Australia to build more battery refineries to seize trillion-dollar opportunity. Highlighting country's renewable energy potential, Denholm emphasizes rising global demand for batteries. Government-industry alignment and production tax credits crucial for su","Sep 6, 2023",2023-09-06T07:17:42.000Z
humphrey hollins,@HollinsMrhump,,1,,,21,https://x.com/HollinsMrhump/status/1737923712228425885,https://x.com/HollinsMrhump,Gina Rinehart says renewable energy could use one-third of Australia’s prime agricultural land. Is she right? https://theguardian.com/australia-news/2023/dec/22/gina-rinehart-says-renewable-energy-could-use-one-third-of-australias-prime-agricultural-land-is-she-right?CMP=share_btn_tw… The IPA and Rinehart are just liars. Tell me again how the IPA has charitable status? This is a scam and a tax dodge for Rinehart,"Dec 22, 2023",2023-12-21T19:51:16.000Z
Tax Notes,@TaxNotes,https://pbs.twimg.com/media/F3q2KrbXcAUVTVs?format=jpg&name=small,,,,615,https://x.com/TaxNotes/status/1691864925432381937,https://x.com/TaxNotes,"The Australian government is reviewing the feasibility of a carbon border adjustment mechanism (#CBAM) as it grapples with international competition on its way to becoming a renewable energy superpower, according to a Cabinet member. From @akathanasiou: https://taxnotes.co/3YDxRll","Aug 17, 2023",2023-08-16T17:30:06.000Z
Cooden R&D Tax Specialists,@CoodenConsults,https://pbs.twimg.com/media/GPdKTUrWMAAHH8e?format=jpg&name=small,,,,14,https://x.com/CoodenConsults/status/1798988273832075542,https://x.com/CoodenConsults,"Could Australia become a renewable energy superpower?

With a recent breakthrough making solar power a lot more abundant, Australia plans to be a major player in reaching a global net-zero

https://bbc.co.uk/news/articles/cp00vyl6l6mo… 

#rndtaxrelief #rndtaxcredits #rnd #innovationuk #ukbusiness",Jun 7,2024-06-07T08:00:02.000Z
Sam Guarrera,@sam46able,"https://pbs.twimg.com/media/GBvtqI8bIAAvkos?format=jpg&name=small, https://pbs.twimg.com/media/GBvtqI8bIAAvkos?format=jpg&name=small",,2,,33,https://x.com/sam46able/status/1737274504706146359,https://x.com/sam46able,"To @Energy.gov.au Chris Bowen Is This What You Want For Australia? If It Is Your Statement, Renewable Energy  Scheme Is An Absolute Fraud, You Should Be Put In Jail For Lying To The Public, Of Course Your Immune,,, Laughing All The away To Retirement On Tax Payers MONEY.","Dec 20, 2023",2023-12-20T00:51:33.000Z
ML ie @randlight which has been deactivated why ?,@LightfootMarg,,,2,,22,https://x.com/LightfootMarg/status/1782908818781024283,https://x.com/LightfootMarg,"https://theguardian.com/commentisfree/2024/apr/23/renewable-energy-transition-australia-labor-government-net-zero…
 climate crisis has long been defined by its lies & from original sin of science denial, to Tony Abbott’s confected carbon tax panic, etc  But the most damaging porky of all might be that the transition to renewable energy will be easy, : Peter Lewis.",Apr 24,2024-04-23T23:06:01.000Z
Francis Jenkins RE,@RF_Jenkins,,,,,6,https://x.com/RF_Jenkins/status/1687497045702045696,https://x.com/RF_Jenkins,"Australia is set to spend A$billions on changing existing lighting to more efficient Led lighting. (Always note who has the import license for the new Led lighting)
This because of NETZERO
We know NETZERO is a complete fraud it’s only a tax grab.","Aug 5, 2023",2023-08-04T16:13:42.000Z
Wonder WhyDucky,@_Duck_Tweeting,,,,,30,https://x.com/_Duck_Tweeting/status/1735814972054380585,https://x.com/_Duck_Tweeting,"Gina Rinehart, has demanded cut to taxes in Australia, including state payroll taxes and the “nasty” fuel excise, and bemoaned the spread of renewable energy projects and “eyesore” solar panels, named The AFR Business Person of the  Year
https://afr.com/work-and-careers/leaders/rinehart-calls-for-tax-cuts-criticises-renewables-and-eyesore-solar-panels-20231215-p5err5… .Financial Review","Dec 16, 2023",2023-12-16T00:11:53.000Z
David N,@ni17540437,,,,,108,https://x.com/ni17540437/status/1790394833820877037,https://x.com/ni17540437,"Australia to Invest $15 Billion in Clean Energy Over Next Decade
To become a renewable energy superpower & boost its domestic critical minerals economy
Hydrogen Production & a Critical Minerals Production Tax Incentive
http://OilPrice.com https://oilprice.com/Latest-Energy-News/World-News/Australia-to-Invest-15-Billion-in-Clean-Energy-Over-the-Next-Decade.html… #oilprice",May 15,2024-05-14T14:52:46.000Z
7NEWS Central Queensland,@7NewsCQ,https://pbs.twimg.com/amplify_video_thumb/1792462123895046144/img/3wyZKbvIMKhbM4vS.jpg,1,1,,181,https://x.com/7NewsCQ/status/1792466036857381044,https://x.com/7NewsCQ,Federal Treasurer Jim Chalmers has unveiled a $13 billion production tax incentive in Gladstone for nationwide renewable energy and critical minerals. It's part of the government's 'Future Made in Australia' package. http://7NEWS.com.au @CPenny_6 #7NEWS,May 20,2024-05-20T08:03:00.000Z
Mirage News,@MirageNewsCom,https://pbs.twimg.com/media/EjsOxdDWAAAZLhE?format=jpg&name=small,,,,,https://x.com/MirageNewsCom/status/1313659960547520519,https://x.com/MirageNewsCom,"Budget fine print reveals #Tax cut scam 
https://miragenews.com/budget-fine-print-reveals-tax-cut-scam/…
#AusPol #Australia #AustralianGreens #Building #Childcare #Depression #Employment #Energy #Government #JobSeeker #Money #PowerStation #Recession #Renewable #RenewableEnergy #Spending #Teeth","Oct 7, 2020",2020-10-07T01:58:35.000Z
Mirage News,@MirageNewsCom,https://pbs.twimg.com/media/Emf5VEnXcAIHkfs?format=png&name=small,,,,,https://x.com/MirageNewsCom/status/1326302757331103744,https://x.com/MirageNewsCom,"#Central Goldfields Shire supports new #Solar bulk buy 
https://miragenews.com/central-goldfields-shire-supports-new-solar-bulk-buy/…
#Australia #Australian #CentralGoldfields #CentralGoldfieldsShireCouncil #Community #Council #Energy #Government #Harvey #Launch #LocalCouncil #Renewable #RenewableEnergy #Tax #Victoria","Nov 11, 2020",2020-11-10T23:16:33.000Z
"Machs Colombani,""WE HAVE A LABOR GOVERNMENT 2022 !",@dingos1946,,1,3,,,https://x.com/dingos1946/status/1340391079984578561,https://x.com/dingos1946,WE want Renewable Energy! Not you Fossil Fuel Coal Gas etc Morrison !  Coal has had its day wake up stop wasting Our Tax Money ! But than goodness an election soon to ride Australia of the Liberal National menace !,"Dec 20, 2020",2020-12-19T20:18:31.000Z
nunthewizer,@nunthewizer53,,,,,,https://x.com/nunthewizer53/status/1316161039457607680,https://x.com/nunthewizer53,"Why is it Canberra is so ahead of the rest of Australia,smartest state.  Fact check but  I think they have residential e ratings, 99 year lease , developer tax, renewable energy.","Oct 14, 2020",2020-10-13T23:36:59.000Z
LEAN Australia,@LEANAustralia,,5,9,2,,https://x.com/LEANAustralia/status/1551894789351694336,https://x.com/LEANAustralia,.@AustralianLabor platform says don't subsidise fossil fuel (tax avoiding multinational) companies and do pursue renewable energy superpower opportunities domestically and for export but do support affected communities. That's what we'll continue to push,"Jul 26, 2022",2022-07-26T11:38:45.000Z
Shaughan Abbott- PM Elect!,@WhteRbbnAdvocat,,,,,,https://x.com/WhteRbbnAdvocat/status/1549541800221687808,https://x.com/WhteRbbnAdvocat,"Put a super-profits tax on all Fossil-fuel exports, support the 43% target and turn Australia into a Renewable Energy producer. Fossil-fuel projects will peter out once Australia becomes solely reliant on renewables! The #Greens could use the profits tax as a bargaining chip!","Jul 20, 2022",2022-07-19T23:48:48.000Z
