Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
ネコ砂シャシャ(ネコウニョ),@Ikaushi,,3,5,,441,https://x.com/Ikaushi/status/1779033435010687133,https://x.com/Ikaushi,"再エネが良い、太陽光発電が良い。太陽光をベースロード電源として基幹に繋げ。日本は「化石賞」を恥じろ！
と言ってFITだ再エネ補助金だ言っていた政党、個人、団体。まだまだまだ太陽光パネル設置しないといけないんだが、【それで良いんだね】？クラウドに記録され、いつでも検索されてるよ",Apr 13,2024-04-13T06:26:38.000Z
meguro_12,@Megurotokyo12,,1,1,1,165,https://x.com/Megurotokyo12/status/1836271003305152883,https://x.com/Megurotokyo12,"日米合同委員会…官僚政治が日本を壊す。
エンジン車全般(特に日本車)が売れているのに電気自動車への補助金支給。
太陽光発電パネル中国メーカー倒産の連鎖なのに変わらず補助金支給。
食料自給率など無視した減反政策による米不足。
JAバンク巨額預金をウォール街へ貢ぐか…",Sep 18,2024-09-18T05:08:18.000Z
オッサンですが一言！,@hitokoto_ojisan,,,,,80,https://x.com/hitokoto_ojisan/status/1816818039599546734,https://x.com/hitokoto_ojisan,小泉純一郎に次ぐ日本売国破壊政治家は菅義偉元総理。2020年10月突然始めたカーボンN宣言？さらにはIR・太陽光※風力発電へのシフト宣言。現実を全く無視した日本産業破壊政策である。これを受け継いだのがC利権まみれの岸田ATM+売電の犬は増税してウクライナ支援にあてる有様。日本やばい！,Jul 26,2024-07-26T12:49:10.000Z
FireDancer 六四天安門,@FireDancer_,,10,25,,469,https://x.com/FireDancer_/status/1775646092904042980,https://x.com/FireDancer_,"アメリカもEUも中国の太陽光発電に対して不正競争で対策している。
日本は対策どころかいまだにウェルカム状態・・・

EU、太陽光発電で中国企業調査　政府補助金で競争を阻害か | 2024/4/3 - 共同通信",Apr 4,2024-04-03T22:06:33.000Z
y-h,@hayu1014,"https://pbs.twimg.com/media/GJl6am2asAAPLx9?format=jpg&name=small, https://pbs.twimg.com/media/GJl6am2asAAPLx9?format=jpg&name=small",1,,,52,https://x.com/hayu1014/status/1772741174064759253,https://x.com/hayu1014,外国の浸透工作を撃退し安心で安全な日本国のための政治をお願いします。直近では再エネ賦課金の大幅値上げについては疑問だらけです。外国を利するための再エネ政策で、国民が余計な負担を強いられ、太陽光発電（風力発電）のための火力発電所の稼働等、一体誰のための再エネ政策なのでしょうか。,Mar 27,2024-03-26T21:43:26.000Z
ぴっぴ＠猫の下僕,@ppix2,,20,21,1,1.2K,https://x.com/ppix2/status/1721438927947694228,https://x.com/ppix2,"風力も太陽光も、エネルギー密度が低いので広大な土地が必要になるし、設備費用や廃棄費用の割りに発電量が少なく、元を取るのが難しい。

日本では高額な再エネ賦課金で辻褄を合わせているが、歪な補助金漬けでは産業として持続可能とは言えない。","Nov 6, 2023",2023-11-06T08:06:37.000Z
石川和男（政策アナリスト）,@kazuo_ishikawa,"https://pbs.twimg.com/media/GO9eUxJaMAAABGO?format=png&name=small, https://pbs.twimg.com/media/GO9eUxJaMAAABGO?format=png&name=small",200,381,12,103K,https://x.com/kazuo_ishikawa/status/1796758764969959697,https://x.com/kazuo_ishikawa,"日本は、平地面積当たりの太陽光発電導入量では、世界最上位。

https://meti.go.jp/shingikai/sankoshin/green_innovation/green_power/pdf/010_04_00.pdf…",Jun 1,2024-06-01T04:20:46.000Z
隠岐　俊介,@okinohanbei,"https://pbs.twimg.com/media/GKw5SuAaAAA2RiD?format=jpg&name=small, https://pbs.twimg.com/media/GKw5SuAaAAA2RiD?format=jpg&name=small",1,2,,67,https://x.com/okinohanbei/status/1777859366412239274,https://x.com/okinohanbei,"中国の風力発電企業を調査 EU、政府補助金巡り競争阻害か

ＥＵにくらべて日本政府のなんと甘い事！
調査どころか政府が率先して導入を手助けしてる。
そんな腐った議員がごろごろいる！",Apr 10,2024-04-10T00:41:18.000Z
nippon.com（ニッポンドットコム）,@nippon_ja,,1,1,,268,https://x.com/nippon_ja/status/1817674202901610629,https://x.com/nippon_ja,脱炭素社会の実現に向け、世界各国ともに日本もエネルギー政策の大転換に踏み出そうとしている。太陽光・風力発電など再生可能エネルギーの現状と、導入拡大の展望・見通しについて経済産業省 資源エネルギー庁省エネルギー・新エネルギー部の井上博雄部長に… 続きを読む →,Jul 29,2024-07-28T21:31:15.000Z
気が付けば右側だった,@ki48175,,,,,104,https://x.com/ki48175/status/1790265592878129566,https://x.com/ki48175,GXを推進する政策は本当に日本国民を豊かにしているのか？豊かになっているのは利権者だけじゃないか！ヨーロッパの価値観が日本国民を貧困化している一因で、まさに偽善政策。パリ協定を離脱したトランプ大統領の決断は正しかったかもしれない。太陽光や風力発電で国民を豊かに出来ないぞ！,May 14,2024-05-14T06:19:13.000Z
リバタリアンズ,@kWUZVpYwWhlRFlF,https://pbs.twimg.com/media/GHOgHX0awAA9YNb?format=jpg&name=small,117,234,22,9.9K,https://x.com/kWUZVpYwWhlRFlF/status/1761929228113895581,https://x.com/kWUZVpYwWhlRFlF,"【未来予想図】
各国が風力発電や太陽光発電など再生可能エネルギーの恩恵を受け、安価なエネルギーで順調な経済成長を続ける中、日本のみ大量の原発を抱えてリスク大国に、、、
石原良純のような反知性主義者にエネルギー政策を語らせたらダメ、失われた30年が50年になりますよ！
#モーニングショー",Feb 26,2024-02-26T01:40:37.000Z
関谷薫@蓄電池のプロ,@sekiya1350x,,7,15,,1.4K,https://x.com/sekiya1350x/status/1791004942452576505,https://x.com/sekiya1350x,九州を含む出力抑制が多いエリアで、FIT太陽光発電所をFIP＋蓄電池併設に切り替えることで、蓄電池の投資が6-8年で回収できるレベルになってるんですね。アグリゲーターの方々から聞いたってことは、実際に現場での実感があるってことですよね。それに加えて、そういう前提の補助金もあるって話。これ,May 16,2024-05-16T07:17:08.000Z
石川和男（政策アナリスト）,@kazuo_ishikawa,"https://pbs.twimg.com/media/GRVE0fxbYAAgbaF?format=jpg&name=small, https://pbs.twimg.com/media/GRVE0fxbYAAgbaF?format=jpg&name=small",17,53,,2K,https://x.com/kazuo_ishikawa/status/1807428215130259924,https://x.com/kazuo_ishikawa,"日本でも、太陽光発電・風力発電は、ともにコストは着実に低下。

だが、再エネ買取制度（FIT）による買取価格が2030年代半ば頃まで高止まり続けるため、特に太陽光発電に係る国民負担（再エネ賦課金）の高止まりも解消しない。

https://meti.go.jp/shingikai/sankoshin/sangyo_gijutsu/chikyu_kankyo/ondanka_2050/pdf/001_04_00.pdf…",Jul 1,2024-06-30T14:57:21.000Z
☆リッキー社長☆,@GameP_Ricky,,2.2K,7.6K,335,199K,https://x.com/GameP_Ricky/status/1778957030264570189,https://x.com/GameP_Ricky,"日本に必要な政策ってこれじゃね？

1.消費税廃止
2.インボイス廃止
3.WHO脱退
4.財務省解体
5.スパイ防止法制定
6.不法移民強制送還
7.太陽光・風力発電廃止
8.国連脱退
9.国内食糧受給率向上支援
10.厚労省解体または改正
11.国内研究開発支援
12.日本の土地売れなくする",Apr 13,2024-04-13T01:23:02.000Z
ジョリーアンドサラー,@shinx55,,,,,34,https://x.com/shinx55/status/1826628710877061136,https://x.com/shinx55,"記事=原発コストは太陽光発電の何倍？ アメリカの最新試算でわかった驚きの数字 次期基本計画でどうする日本政府

感想

太陽光発電が安いから再エネ賦課金を廃止

畜電池を入れても安い

原発はコスト高だから、新設せずにフェードアウト

原発の補助金、交付金も廃止",Aug 23,2024-08-22T14:33:16.000Z
Sleep7.5,@5Sleep7,"https://pbs.twimg.com/media/GGPt3RqaIAAj4Nj?format=jpg&name=360x360, https://pbs.twimg.com/media/GGPt3RqaIAAj4Nj?format=jpg&name=360x360",,,,43,https://x.com/5Sleep7/status/1757572957143286217,https://x.com/5Sleep7,太陽光発電義務化とか緑色のくせに緑の緑地破壊しようとしたりとか、外国からの起業に補助金とか意味不明なのに政治の中枢にいる。ほんと有権者は日本の破壊政策に気づかずに投票しているのでしょうか？,Feb 14,2024-02-14T01:10:21.000Z
Canyon-Hill (狩野幸雄),@Canyon_Hill777,,,,,23,https://x.com/Canyon_Hill777/status/1792114612235845704,https://x.com/Canyon_Hill777,"風力発電や太陽光発電など再生エネルギーをメインに使用すると言っているRapidasとは日本の半導体産業復活の肝いり政策。しかし、高効率の火力発電などを既存の発電施設を新設したほうが良いのでは？

Rapidus設立の本当の狙いはどこにあるのか？ https://youtu.be/GVQsSgMxwD4?si=ViNUmwHEJnMwAKcW… @YouTubeより",May 19,2024-05-19T08:46:34.000Z
家電 Watch,@kaden_watch,"https://pbs.twimg.com/media/GKM0BgCa0AAZHqk?format=jpg&name=small, https://pbs.twimg.com/media/GKM0BgCa0AAZHqk?format=jpg&name=small",4,2,,2.6K,https://x.com/kaden_watch/status/1775319880885223564,https://x.com/kaden_watch,ハンファ、太陽光発電の日本限定新ブランド　補助金活用も https://kaden.watch.impress.co.jp/docs/news/1580905.html… #ハンファジャパン #ソーラーパネル #太陽光発電,Apr 3,2024-04-03T00:30:18.000Z
由良　守生,@zan4736511,"https://pbs.twimg.com/media/GXi2ghDbwAEKsQA?format=png&name=small, https://pbs.twimg.com/media/GXi2ghDbwAEKsQA?format=png&name=small",40,83,1,748,https://x.com/zan4736511/status/1835418882200440935,https://x.com/zan4736511,風力発電の低周波被害を知って下さい。政府や行政の洗脳政策で、酷い弾圧が行われています。「考える会」などの心理トリックの罠があります。世界では、地域の住民が懸命に風力反対をやっています。日本だけ、それがない。水俣病と同じやり方になっています。,Sep 16,2024-09-15T20:42:16.000Z
翼が折れたきたきつね,@northfox_wind,"https://pbs.twimg.com/media/GJIFYB-a8AAsXco?format=jpg&name=small, https://pbs.twimg.com/media/GJIFYB-a8AAsXco?format=jpg&name=small",26,50,2,2.5K,https://x.com/northfox_wind/status/1770483875896000703,https://x.com/northfox_wind,再エネ固定価格買取制度では本来、メガソーラーは推進すべきものでは無い、まずは日本では屋根ソーラー（※家庭の屋根だけでなく）を推進して、産業廃棄物処分場跡地などにメガソーラーというシナリオも存在しましたが、あの元総理大臣とあの経営者が乱入したら、真逆に・・・（中央環境審議会資料）,Mar 21,2024-03-20T16:13:44.000Z
凡人のつぶやき,@bonchan1,,2,8,1,398,https://x.com/bonchan1/status/1635302106231111681,https://x.com/bonchan1,"日本が弱くなったのはイルミナティ・サタニストに命令された再エネ戦略を糞真面目にやったからで、CO₂温暖化など戯言なのに石油・ガス・石炭をどんどん燃やして火力発電を行い、太陽光発電や風力発電を止めなかったから。
ﾊﾞｶな固定価格買取制度を設けて電気代を上げ、やらなくていい再エネグリー","Mar 14, 2023",2023-03-13T15:29:39.000Z
まっさん,@o1enf5aYxj2gURf,,53,93,3,1.4K,https://x.com/o1enf5aYxj2gURf/status/1621688701184278528,https://x.com/o1enf5aYxj2gURf,"先日の #三浦瑠麗 氏の件からも分かるように、再エネは利権の温床になっています。温床となってしまった原因に民主党政権時代に制定された再生可能エネルギー固定価格買取制度にあります。
#再エネ賦課金 は日本国民が支払っている電気代に含まれており、その廃止は必須です。
https://jbpress.ismedia.jp/articles/-/73802…","Feb 4, 2023",2023-02-04T01:54:50.000Z
ぴえのかのえ,@bravo1q6,,,,,57,https://x.com/bravo1q6/status/1793643180489101628,https://x.com/bravo1q6,パー券キックバック検証と同様に日本電力インフラ植民地化計画「不良在庫のソーラーパネルは大企業外資が買取る、ソレを地方に置くだけで補助金・再エネ賦課金を日本国民から徴収」も検証して固定価格買取制度廃止してほしいなー,May 24,2024-05-23T14:00:33.000Z
翼が折れたきたきつね,@northfox_wind,,24,56,1,2.5K,https://x.com/northfox_wind/status/1663498118703489024,https://x.com/northfox_wind,日本で再エネの蓄電池のニーズが生まれなかったのはFIT制度で再エネはでなり売電でき需給調整などの必要性がなかったから。蓄電池が担う役目を火力の出力調整、揚水発電、地域間連系などで調整するルールがあった為だったとも言えるのでは。そもそもどこもご当地系新電力が蓄電池つけてないですよね,"May 30, 2023",2023-05-30T10:50:32.000Z
袖付きの首魁,@NeoZion_UC0096,,28,55,1,1.9K,https://x.com/NeoZion_UC0096/status/1678034797803999238,https://x.com/NeoZion_UC0096,日本版FIT導入前、「再エネで電気代が安くなる」「コーヒー１杯ぐらいの負担で電気が賄える」と言っていた人間が居たが、ペテン師だった。今でも再エネ導入に鼻息を荒くする人間をよく見るが、大抵ペテン師。再エネ賦課金が存在する限り、電気代は右肩上がりに上がり続ける。,"Jul 9, 2023",2023-07-09T13:34:06.000Z
ダンスTO,@danceTO0304,"https://pbs.twimg.com/media/GXGd-76bEAApjBW?format=jpg&name=small, https://pbs.twimg.com/media/GXGd-76bEAApjBW?format=jpg&name=small",182,418,2,4.2K,https://x.com/danceTO0304/status/1833420230837866706,https://x.com/danceTO0304,"科学誌サイエンスの

20年間で
世界で実施された

大きなCO2削減を
もたらした気候政策
の論文

そこに
日本の政策はなく

原発もない

ここに載る
再エネの
固定価格買取制度は

民主党政権が
導入したが

その後の政権の
後押しがおそい

現政権は
国力を語るが

研究力は削ぎ

やるのは
軍拡のみか",Sep 10,2024-09-10T08:20:20.000Z
マエジーニョ,@Maejynyo,"https://pbs.twimg.com/media/GKvIWDvbgAA1Fb_?format=jpg&name=small, https://pbs.twimg.com/media/GKvIWDvbgAA1Fb_?format=jpg&name=small",4,4,,295,https://x.com/Maejynyo/status/1777734761852870725,https://x.com/Maejynyo,"結局、固定買取価格とか糞みたいな皮算用制度を導入したせいで、再エネ賦課金で未だに日本国民を苦しめ続ける民主党…。
#悪夢の民主党政権
#再エネ賦課金は民主党のせい",Apr 10,2024-04-09T16:26:10.000Z
おじゃま虫雄,@Sata17221,,1,1,,114,https://x.com/Sata17221/status/1625519867729444865,https://x.com/Sata17221,"それ、そもそも固定価格買取制度があるからでは？

日本共産党って再エネ普及のために固定価格買取制度そのものには肯定的な立場という印象がありますが、あれこそ国民負担が生じてるのにそこはさほど気にせずにそれですか？","Feb 15, 2023",2023-02-14T15:38:31.000Z
いわい日本の尊厳と国益を護る会応援,@IwaiHiromasa,,,7,,138,https://x.com/IwaiHiromasa/status/1623568614530875393,https://x.com/IwaiHiromasa,"そもそも論ですが、FIT（固定価格買取制度）・FIP（売電価格への上乗せ）制度がなければ普及しない再エネって、地球や人類に良いわけないですよね。
本当に良いモノなら、何もしなくても普及すると思うのです。
喜ぶのは、既得権益受益者だけっしょ。","Feb 9, 2023",2023-02-09T06:24:56.000Z
住友林業の三重風力発電所に反対する地域住民の会,@aoyamakogenJ,,2,7,,337,https://x.com/aoyamakogenJ/status/1645777507910836225,https://x.com/aoyamakogenJ,日本の固定価格買取制度（FIT）を悪用したベトナム企業のバイオマス燃料認証偽装問題で、経産省による「過払い金」は年100億～160億円。国民の再エネ賦課金に上乗せ。業界試算（RIEF） | 一般社団法人環境金融研究機構 https://rief-jp.org/ct5/129862,"Apr 11, 2023",2023-04-11T13:15:09.000Z
和（なごみ）,@JapanImpulse,"https://pbs.twimg.com/media/GE7RcmiaMAIKnLv?format=png&name=small, https://pbs.twimg.com/media/GE7RcmiaMAIKnLv?format=png&name=small",67,112,2,23K,https://x.com/JapanImpulse/status/1751567796822224927,https://x.com/JapanImpulse,"ラピダスは
0.07秒の停電で大損失がでる
【半導体製造電力を再エネで賄う事】に
固執して苦しんでいますね。
FIT制度をごり押しした
孫正義氏率いるソフトバンク参入の弊害です
日本の半導体製造業が
「FITで壊滅した日本の太陽光パネル製造業」の
二の舞にならない事を祈ります
#ラピダス #rapidas",Jan 28,2024-01-28T11:27:59.000Z
モリブデン@減税派,@moly_bdenum,"https://pbs.twimg.com/amplify_video_thumb/1722201789934817280/img/z9WeS_Z94PnPNIHi.jpg, https://pbs.twimg.com/amplify_video_thumb/1722201789934817280/img/z9WeS_Z94PnPNIHi.jpg, https://pbs.twimg.com/amplify_video_thumb/1722201789934817280/img/z9WeS_Z94PnPNIHi.jpg",18,33,,1.4K,https://x.com/moly_bdenum/status/1722651624152408462,https://x.com/moly_bdenum,"再エネ賦課金と固定価格買取制度の弊害。
計画経済と価格統制が日本経済と緑豊かな大地を破壊している。
#税金下げろ規制をなくせ","Nov 10, 2023",2023-11-09T16:25:27.000Z
ITOH Tamitake,@silver_plasmon1,,2,7,,976,https://x.com/silver_plasmon1/status/1837709841013317869,https://x.com/silver_plasmon1,また逃げそうだが、政治生命を懸けて頑張って主張し続けてほしいものだ。河野氏の大失策で未曾有の被害を日本に与えたFIT再エネの廃止とmRNA製剤大規模接種廃止もやってほしい。こういうパワハラ政治家しかまともなことを言えない自民は早く下野して既得権のしがらみを切ってほしいものだ。,Sep 22,2024-09-22T04:25:43.000Z
ITOH Tamitake,@silver_plasmon1,,5,30,,1.8K,https://x.com/silver_plasmon1/status/1840013650809229371,https://x.com/silver_plasmon1,この件で自分は河野太郎氏に政治家としての能力が無いことを確信しました。大言壮語を吐く粗製乱造型の参謀達に騙されて非現実的な作戦を実施して多くの兵を無駄死させた旧日本軍の将軍達の亡霊の様な政治家です。FIT再エネで懸念していたことがコロナ対策で実証されました。,Sep 28,2024-09-28T13:00:14.000Z
ITOH Tamitake,@silver_plasmon1,,2,7,,976,https://x.com/silver_plasmon1/status/1837709841013317869,https://x.com/silver_plasmon1,また逃げそうだが、政治生命を懸けて頑張って主張し続けてほしいものだ。河野氏の大失策で未曾有の被害を日本に与えたFIT再エネの廃止とmRNA製剤大規模接種廃止もやってほしい。こういうパワハラ政治家しかまともなことを言えない自民は早く下野して既得権のしがらみを切ってほしいものだ。,Sep 22,2024-09-22T04:25:43.000Z
ITOH Tamitake,@silver_plasmon1,,5,30,,1.8K,https://x.com/silver_plasmon1/status/1840013650809229371,https://x.com/silver_plasmon1,この件で自分は河野太郎氏に政治家としての能力が無いことを確信しました。大言壮語を吐く粗製乱造型の参謀達に騙されて非現実的な作戦を実施して多くの兵を無駄死させた旧日本軍の将軍達の亡霊の様な政治家です。FIT再エネで懸念していたことがコロナ対策で実証されました。,Sep 28,2024-09-28T13:00:14.000Z
淫白兎振射,@impact_free_mk2,https://pbs.twimg.com/ext_tw_video_thumb/1625327117113397248/pu/img/7iotqkT0xjI5rTOC.jpg,,1,,97,https://x.com/impact_free_mk2/status/1625902241126445056,https://x.com/impact_free_mk2,FIT（再エネ固定価格買取制度）＋付加価値税（消費税）を採用している国の電気料金はバカ高くなっている。ドイツとか北欧とか。日本もそれに向かうのか？どこのどいつが考えた仕組みか知らんけど、多くの世界市民で連帯して　”NO”　を突きつける必要がありそう。,"Feb 16, 2023",2023-02-15T16:57:56.000Z
遠藤喜二　日本保守党議員　近代日本の道徳教育の礎 教育勅語,@hotuma0530,"https://pbs.twimg.com/media/GXlmA9Xa0AAQKn4?format=jpg&name=360x360, https://pbs.twimg.com/media/GXlmA9Xa0AAQKn4?format=jpg&name=360x360",33,133,2,1K,https://x.com/hotuma0530/status/1835610494612517174,https://x.com/hotuma0530,"■国民負担の省エネ賦課金っておかしいワ

再生可能エネルギー発電促進賦課金
再エネの固定価格買取制度

おかしい
事業者に固定資産税を課すのが普通

電気料金の一部を電気を使用になる客に負担

発電した電気を事業者に支払う原資を国民から一律に徴収

国会議員と官僚と業者の癒着",Sep 16,2024-09-16T09:23:40.000Z
袖付きの首魁,@NeoZion_UC0096,,11,26,1,678,https://x.com/NeoZion_UC0096/status/1797033005523099961,https://x.com/NeoZion_UC0096,日本版FITを導入しようとした時、多くのペテン師が「少し電気代が高くなっても再エネで雇用が増える！」と言っていたが、出てきたのは大量のペテン師と消費税よりも高い電気代、自然破壊だった。騙された国民がアホである。,Jun 2,2024-06-01T22:30:30.000Z
ぽんこ* 週初めはお休み✼.｡✿,@pecora20,,,5,,134,https://x.com/pecora20/status/1780361430057038322,https://x.com/pecora20,"太陽光パネル、メガソーラーパネル
日本の電力会社が、固定価格買取制度で推進して
再エネ賦課金という国民の電気代に
上乗せしたお金を、中国政府系事業者に渡します

阿蘇山脈や釧路湿原など、大自然を破壊し
有害パネルを敷いて、定期メンテなどしません
敷くだけ敷き、お金を貰えば放置です",Apr 17,2024-04-16T22:23:37.000Z
もけ,@andexihaeienni,"https://pbs.twimg.com/media/GMQQTj6aEAAg9Ys?format=jpg&name=small, https://pbs.twimg.com/media/GMQQTj6aEAAg9Ys?format=jpg&name=small",6,12,3,3.8K,https://x.com/andexihaeienni/status/1784570669516423181,https://x.com/andexihaeienni,"再エネを増やすと電気代が増える、という「現時点での」誤解についての反論。

再エネのせいで再エネ賦課金がかかるというが、問題は日本の固定買取制度は発電開始から20年買取価格固定という点。",Apr 28,2024-04-28T13:09:37.000Z
石川和男（政策アナリスト）,@kazuo_ishikawa,"https://pbs.twimg.com/media/GRVE0fxbYAAgbaF?format=jpg&name=small, https://pbs.twimg.com/media/GRVE0fxbYAAgbaF?format=jpg&name=small",17,53,,2K,https://x.com/kazuo_ishikawa/status/1807428215130259924,https://x.com/kazuo_ishikawa,"日本でも、太陽光発電・風力発電は、ともにコストは着実に低下。

だが、再エネ買取制度（FIT）による買取価格が2030年代半ば頃まで高止まり続けるため、特に太陽光発電に係る国民負担（再エネ賦課金）の高止まりも解消しない。

https://meti.go.jp/shingikai/sankoshin/sangyo_gijutsu/chikyu_kankyo/ondanka_2050/pdf/001_04_00.pdf…",Jul 1,2024-06-30T14:57:21.000Z
abyss,@umi51771815,,1,,1,302,https://x.com/umi51771815/status/1726483748844404791,https://x.com/umi51771815,"#再エネ #風力発電 #太陽光発電
https://x.com/umi51771815/status/1718153135590715717?s=20…
から続く

自然破壊
ウイグル強制労働
日本
民主党政権 菅2010.6.8- 2011.9.2
2011.8再エネ促進法成立
・固定価格買取制度(FIT) 国民に賦課金
40円/kW時(原発の4倍)→新規12円(20年～)
孫正義氏:40円以上(欧州20円)
・売電権転売可
・非建築物","Nov 20, 2023",2023-11-20T06:12:56.000Z
木霊2,@edmsedms2,,11,34,1,1K,https://x.com/edmsedms2/status/1776859954126733781,https://x.com/edmsedms2,日本が2012年に導入した固定価格買取制度による買い取り総額は2016年が2.3兆円，2030年までの累積総額は約59兆円。再エネ賦課金は2016年で1.8兆円，2030年までの累積総額が約44兆円。この合理性の乏しい制度を導入したドイツに続いているのは日本，台湾，韓国ぐらい。日本も一刻も早く廃止すべきです。,Apr 7,2024-04-07T06:30:00.000Z
颯筆,@sappitsu,,33,100,2,2.1K,https://x.com/sappitsu/status/1809638421100728457,https://x.com/sappitsu,海外事業家が日本の売りである自然豊かな山や湿地をソーラーパネルで埋め尽くし（電力の固定価格買取制度目当て？）ゲリラ豪雨で土砂災害、住民被災・再エネ賦課金で電気代上がって国民の負担増えてるんですが、さらにAIでCO2も増やして森削るんか？アホなの？？シムシティとかCitiesSkylineちゃうぞ,Jul 7,2024-07-06T17:19:55.000Z
袖付きの首魁,@NeoZion_UC0096,"https://pbs.twimg.com/media/GSfkYE-XIAAKuQa?format=jpg&name=small, https://pbs.twimg.com/media/GSfkYE-XIAAKuQa?format=jpg&name=small",9,30,,594,https://x.com/NeoZion_UC0096/status/1813033453564404130,https://x.com/NeoZion_UC0096,FITやFIPが中心の日本で、マイナス価格を導入しようと思えば、守銭奴の再エネ事業者がカネを払うはずはなく、送配電会社が負担＝託送料金に転嫁という形になるだろう。再エネ大量導入すれば天井なしで電気代は上がり続ける。再エネ事業者は濡れ手で粟。これぞ政治家とグルになった再エネ利権。,Jul 16,2024-07-16T02:10:34.000Z
石川和男（政策アナリスト）,@kazuo_ishikawa,"https://pbs.twimg.com/media/GO9d2EEaYAAKFhU?format=png&name=small, https://pbs.twimg.com/media/GO9d2EEaYAAKFhU?format=png&name=small",69,149,1,3.9K,https://x.com/kazuo_ishikawa/status/1796758370055340074,https://x.com/kazuo_ishikawa,"2012年の再エネ買取制度（FIT）開始により、太陽光発電導入量は急拡大。

日本は、平地面積当たりの導入量が主要国で最大級。

一方で、この導入拡大に伴い、様々な地域との共生上の課題も生じている状況。

https://meti.go.jp/shingikai/sankoshin/green_innovation/green_power/pdf/010_04_00.pdf…",Jun 1,2024-06-01T04:19:12.000Z
日本は日本流！ の背骨を取りもどそう大和心を取戻そう,@kazeno_travler,,,,,31,https://x.com/kazeno_travler/status/1623076908702507008,https://x.com/kazeno_travler,【ch桜北海道】再エネの闇（再エネ利権、再エネ賦課金、FIT・FIP）を徹底解説！[R5/2/7] https://samurai64.blog.fc2.com/blog-entry-33579.html…,"Feb 8, 2023",2023-02-07T21:51:05.000Z
日本は日本流！ の背骨を取りもどそう大和心を取戻そう,@kazeno_travler,,,,,15,https://x.com/kazeno_travler/status/1621413538597326850,https://x.com/kazeno_travler,『再エネFITは民主党政権の生んだ詐欺と腐敗の温床』これでいいのか？戦後日本「より良き日本を..｜https://samurai-nippon.blog.ss-blog.jp/2023-02-03-26,"Feb 3, 2023",2023-02-03T07:41:26.000Z
モリブデン@減税派,@moly_bdenum,https://pbs.twimg.com/media/Fnn4fEnX0AIbME5?format=jpg&name=small,5,17,,329,https://x.com/moly_bdenum/status/1620021342304362497,https://x.com/moly_bdenum,"再エネ賦課金制度と固定価格買取制度がないと成立しない発電方法は、環境にも経済にも悪い技術です。

日本政府は自由市場を歪めるな！

#税金下げろ規制をなくせ","Jan 30, 2023",2023-01-30T11:29:21.000Z
石川和男（政策アナリスト）,@kazuo_ishikawa,https://pbs.twimg.com/media/Fu7JRncagAAJqfo?format=jpg&name=small,25,64,2,3.5K,https://x.com/kazuo_ishikawa/status/1652481111023587328,https://x.com/kazuo_ishikawa,"日本の追い抜かされ方が痛過ぎ…

国策で国産体制を整える必要あり。

https://nikkei.com/article/DGXZQOUC1884N0Y3A410C2000000/…
蓄電池が世界で普及期 5年で10倍、再エネ拡大と歩調
再エネ主力電源化に蓄電池は欠かせない。日本は15年まで世界最大だったが、商用化で出遅れ。日本の再エネはFITで普及し蓄電池需要が伸びなかった…","Apr 30, 2023",2023-04-30T01:12:53.000Z
夕張鹿鳴館,@rokumei_yubari,,4,4,,296,https://x.com/rokumei_yubari/status/1722939765908287730,https://x.com/rokumei_yubari,"地震と原発事故でパニック状態の最中に”再エネで復興”と声をあげ｢固定価格買取制度｣を提案した孫正義。それを菅直人首相が導入して、賦課金という重しを課せられ続ける日本
こっちの方が大きな汚点だ

「私の人生の汚点だ」孫正義氏が大失敗
WeWork破綻で語った","Nov 10, 2023",2023-11-10T11:30:25.000Z
アスエネ株式会社【公式】,@asuene_inc_,,,1,,201,https://x.com/asuene_inc_/status/1729640060608299099,https://x.com/asuene_inc_,"環境問題への対策として、日本全体で再エネ発電普及を目指しています

FIT・固定価格買取制度の仕組みとメリットをわかりやすく解説
https://earthene.com/media/155
そもそもFIT・固定価格買取制度とは？
メリットをご紹介！
必要な手続き
#発電 #再エネ #脱炭素","Nov 29, 2023",2023-11-28T23:15:00.000Z
袖付きの首魁,@NeoZion_UC0096,,8,18,2,660,https://x.com/NeoZion_UC0096/status/1759820570110108103,https://x.com/NeoZion_UC0096,サンシャイン計画ですね。当時から比べて太陽光パネルが飛躍的に発展したわけではありません。日本版FITは強欲に塗れた政治家がこうした経緯を忘れた日本人を騙して導入したものですね。与党も野党も再エネに絡んだ政治家はクソですよ。,Feb 20,2024-02-20T06:01:34.000Z
Harry,@Harry97200880,,93,146,2,38K,https://x.com/Harry97200880/status/1703193649960681682,https://x.com/Harry97200880,"洋上風力汚職、業界団体経由「海外では設備を撤去するより残置することが通例。日本でも残置の考え方を明確化していただきたい」 https://yomiuri.co.jp/national/20230916-OYT1T50343/…
FITやFIPで儲ける事業期間20年の経過後に残置って、これ、再エネで一番やってほしくないこと。
トイレなき何とかで、こんな主張は許せない。","Sep 17, 2023",2023-09-16T23:46:24.000Z
